Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,235,308,258,291,277,296,307,334,369,340,358,429,461
  └─ YOY Sales Growth %,,,,19.23%,17.51%,-3.92%,18.98%,14.77%,33.59%,14.58%,16.85%,28.45%,24.70%
Expenses,195,237,199,224,223,226,243,265,288,263,280,335,366
  └─ Material Cost %,43.90%,49.96%,44.79%,44.75%,37.86%,44.43%,45.73%,44.60%,42.46%,39.68%,41.76%,47.67%,45.29%
  └─ Employee Cost %,8.80%,7.22%,8.80%,8.55%,11.54%,8.82%,8.91%,8.15%,7.96%,9.98%,9.62%,9.36%,8.29%
Operating Profit,40,72,59,67,53,70,64,69,81,76,78,94,95
OPM %,17%,23%,23%,23%,19%,24%,21%,21%,22%,22%,22%,22%,21%
Other Income,6,8,7,5,11,5,13,16,14,13,13,-1,18
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.17,0.00,0.00,2.00,-8.49,3.21
  └─ Other income normal,6.48,8.47,6.92,4.73,11.19,5.37,13.44,8.72,13.68,12.67,10.90,7.62,14.59
Interest,2,1,1,2,2,2,3,2,1,1,2,3,4
Depreciation,3,4,4,5,5,6,6,6,7,8,8,9,9
Profit before tax,41,76,60,64,58,68,69,76,86,81,81,80,100
Tax %,25%,25%,23%,24%,24%,23%,28%,23%,24%,24%,25%,24%,25%
Net Profit,31,57,46,49,44,53,49,58,66,61,61,61,75
  └─ Exceptional items AT,0,0,0,0,0,0,0,5,0,0,2,-6,2
  └─ Profit excl Excep,31,57,46,49,44,53,49,53,66,61,59,67,73
  └─ Profit for PE,31,57,46,49,44,53,49,53,66,61,59,67,73
  └─ Profit for EPS,31,57,46,49,44,53,49,58,66,61,61,61,75
  └─ YOY Profit Growth %,,,,19%,44%,-8%,7%,9%,49%,16%,20%,26%,11%
EPS in Rs,3.37,6.29,5.10,5.35,4.86,5.80,5.45,6.43,7.22,6.73,6.70,6.69,8.29
Raw PDF,,,,,,,,,,,,,
