Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,679,587,655,612,738,579,666,645,769,604,685,682,818
  └─ YOY Sales Growth %,10.12%,4.90%,6.06%,-1.65%,8.58%,-1.36%,1.70%,5.35%,4.27%,4.47%,2.83%,5.81%,6.36%
Expenses,618,536,591,553,658,530,610,591,707,556,632,619,726
  └─ Material Cost %,46%,47%,45%,45%,48%,43%,48%,45%,54%,48%,53%,48%,54%
  └─ Employee Cost %,12%,13%,13%,13%,12%,15%,13%,14%,12%,14%,13%,13%,11%
Operating Profit,61,51,64,59,79,49,56,53,62,48,54,64,92
OPM %,9%,9%,10%,10%,11%,8%,8%,8%,8%,8%,8%,9%,11%
Other Income,4,-4,4,4,5,2,1,-0,4,2,4,1,-0
  └─ Exceptional items,0.00,-6.62,0.00,1.30,3.27,0.00,0.00,-2.00,0.00,0.00,0.00,-1.72,-3.50
  └─ Other income normal,3.55,2.37,3.84,2.81,1.59,2.09,1.32,1.82,3.79,1.90,3.69,2.55,3.18
Interest,12,11,11,11,13,14,13,13,12,13,12,12,11
Depreciation,19,17,18,19,19,19,19,23,29,26,26,28,27
Profit before tax,34,18,39,33,52,18,25,17,25,11,19,25,54
Tax %,29%,32%,25%,30%,34%,33%,30%,44%,25%,35%,34%,31%,31%
Net Profit,24,13,30,23,34,12,17,10,19,7,12,17,37
  └─ Minority share,-0,2,-0,-1,-3,0,-0,-0,3,3,3,1,0
  └─ Exceptional items AT,0,-4,0,1,2,0,0,-1,0,0,0,-1,-2
  └─ Profit excl Excep,24,16,30,22,32,12,17,11,19,7,12,18,40
  └─ Profit for PE,24,18,29,21,29,12,17,10,21,10,15,19,40
  └─ Profit for EPS,24,15,29,22,31,12,17,9,21,10,15,18,38
  └─ YOY Profit Growth %,42%,-11%,84%,78%,19%,-33%,-41%,-51%,-26%,-16%,-13%,84%,89%
EPS in Rs,5.73,3.43,6.90,5.22,7.51,2.99,4.18,2.27,5.20,2.53,3.65,4.39,9.22
Raw PDF,,,,,,,,,,,,,
