Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,543,570,574,654,547,548,518,517,412,416,445,503,436
  └─ YOY Sales Growth %,0.28%,-8.19%,-11.59%,2.36%,0.63%,-3.83%,-9.76%,-20.95%,-24.67%,-24.16%,-14.07%,-2.73%,5.90%
Expenses,546,575,581,642,559,547,563,505,423,423,449,496,443
  └─ Material Cost %,81%,80%,79%,80%,80%,80%,83%,79%,81%,79%,79%,79%,81%
  └─ Employee Cost %,9%,8%,9%,8%,9%,8%,10%,6%,8%,8%,8%,7%,7%
Operating Profit,-3,-5,-7,12,-12,1,-45,12,-11,-7,-4,7,-7
OPM %,-0%,-1%,-1%,2%,-2%,0%,-9%,2%,-3%,-2%,-1%,1%,-2%
Other Income,6,12,3,6,4,28,61,3,11,11,4,1,9
  └─ Other income normal,6.06,11.94,3.06,6.24,4.36,28.17,61.02,3.07,11.26,11.41,3.74,1.31,9.30
Interest,33,34,36,38,41,43,40,41,41,40,41,43,45
Depreciation,32,38,31,32,32,30,64,22,27,26,23,23,23
Profit before tax,-61,-64,-70,-51,-81,-44,-87,-47,-68,-62,-64,-58,-66
Tax %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%
Net Profit,-61,-64,-70,-51,-81,-43,-87,-47,-68,-62,-64,-58,-66
  └─ Profit excl Excep,-61,-64,-70,-51,-81,-43,-87,-47,-68,-62,-64,-58,-66
  └─ Profit for PE,-61,-64,-70,-51,-81,-43,-87,-47,-68,-62,-64,-58,-66
  └─ Profit for EPS,-61,-64,-70,-51,-81,-43,-87,-47,-68,-62,-64,-58,-66
  └─ YOY Profit Growth %,-44%,-91%,-30%,17%,-32%,32%,-24%,8%,15%,-42%,27%,-23%,4%
EPS in Rs,-6.79,-7.12,-7.78,-5.68,-8.95,-4.82,-9.67,-5.25,-7.59,-6.84,-7.08,-6.47,-7.28
Raw PDF,,,,,,,,,,,,,
