Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1914,2016,1913,2493,2192,2527,2170,2843,2617,2965,2119,3081,2536
  └─ YOY Sales Growth %,30.74%,13.30%,27.85%,10.29%,14.53%,25.40%,13.45%,14.01%,19.42%,17.32%,-2.33%,8.36%,-3.10%
Expenses,1762,1837,1715,2286,2047,2351,1993,2679,2445,2806,1947,2880,2328
  └─ Material Cost %,71%,68%,63%,71%,68%,71%,64%,71%,71%,74%,65%,78%,73%
  └─ Employee Cost %,13%,16%,18%,14%,15%,15%,19%,14%,16%,14%,20%,12%,13%
Operating Profit,152,178,197,208,144,176,177,164,173,160,173,200,209
OPM %,8%,9%,10%,8%,7%,7%,8%,6%,7%,5%,8%,6%,8%
Other Income,25,28,23,-155,55,19,19,21,11,24,31,-20,6
  └─ Exceptional items,0.00,0.00,0.00,-174.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.28,-31.57
  └─ Other income normal,24.97,28.13,23.20,19.51,54.70,18.87,19.18,21.49,11.21,24.22,31.36,11.40,37.57
Interest,7,21,21,22,22,20,19,16,10,5,14,13,19
Depreciation,19,31,33,34,34,33,33,32,23,26,26,27,25
Profit before tax,150,154,167,-3,144,142,144,137,151,153,164,141,170
Tax %,24%,22%,25%,1389%,23%,25%,26%,23%,29%,28%,27%,26%,23%
Net Profit,114,120,124,-46,110,106,106,105,108,109,120,104,130
  └─ Exceptional items AT,0,0,0,-119,0,0,0,0,0,0,0,-20,-23
  └─ Profit excl Excep,114,120,124,73,110,106,106,105,108,109,120,124,153
  └─ Profit for PE,114,120,124,73,110,106,106,105,108,109,120,124,153
  └─ Profit for EPS,114,120,124,-46,110,106,106,105,108,109,120,104,130
  └─ YOY Profit Growth %,13%,11%,10%,-38%,-3%,-12%,-14%,43%,-3%,4%,13%,18%,43%
EPS in Rs,4.06,4.28,4.43,-1.65,3.94,3.77,3.80,3.74,3.83,3.90,4.29,3.72,4.65
Raw PDF,,,,,,,,,,,,,
