Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,62962,59490,55682,55312,58687,54771,53905,53648,56218,53178,58689,57002,63270
  └─ YOY Sales Growth %,-9.18%,-6.21%,-7.01%,-3.10%,-6.79%,-7.93%,-3.19%,-3.01%,-4.21%,-2.91%,8.88%,6.25%,12.54%
Expenses,55742,54587,51414,49048,52087,48077,47789,47745,49659,45751,49793,48803,53441
  └─ Material Cost %,45.51%,46.18%,46.52%,40.58%,44.46%,40.94%,44.42%,44.61%,43.94%,38.70%,41.62%,39.37%,41.36%
  └─ Employee Cost %,9.20%,9.96%,10.63%,11.80%,10.46%,11.81%,11.74%,11.32%,10.71%,12.41%,10.82%,11.15%,10.59%
Operating Profit,7219,4903,4268,6264,6601,6694,6116,5903,6559,7428,8897,8200,9829
OPM %,11%,8%,8%,11%,11%,12%,11%,11%,12%,14%,15%,14%,16%
Other Income,277,1190,-6568,-33,-382,-6,617,142,149,236,-6,465,42
  └─ Exceptional items,12,13,-6899,-334,-594,-358,18,-126,-389,-132,-420,-140,-340
  └─ Other income normal,266,1177,331,301,213,352,599,268,538,368,414,605,383
Interest,1794,1825,1959,1881,1842,1777,1971,1804,1789,1852,1775,1747,1792
Depreciation,2382,2412,2480,2422,2568,2535,2597,2569,2720,2744,2893,3049,3268
Profit before tax,3321,1855,-6739,1928,1809,2377,2164,1672,2200,3067,4222,3869,4810
Tax %,53%,72%,-3%,73%,69%,61%,65%,82%,45%,35%,25%,29%,38%
Net Profit,1566,525,-6511,522,555,919,759,295,1201,2007,3183,2730,2965
  └─ Minority share,139,109,315,-9,57,41,75,31,100,70,-81,-42,-39
  └─ Exceptional items AT,5,4,-5794,-21,-150,-138,6,-22,-144,-86,-300,-94,-205
  └─ Profit excl Excep,1561,521,-717,543,704,1057,752,318,1345,2094,3483,2824,3170
  └─ Profit for PE,1699,630,-682,534,761,1098,827,349,1445,2164,3394,2781,3128
  └─ Profit for EPS,1705,634,-6196,513,611,960,833,327,1301,2078,3102,2689,2926
  └─ YOY Profit Growth %,-83%,-92%,-145%,140%,-55%,74%,221%,-35%,90%,97%,310%,697%,117%
EPS in Rs,1.39,0.52,-5.07,0.42,0.49,0.77,0.67,0.26,1.04,1.66,2.48,2.15,2.34
Raw PDF,,,,,,,,,,,,,
