Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,226,214,198,180,234,265,269,196,248,310,270,234,281
  └─ YOY Sales Growth %,-38.00%,-34.83%,-36.52%,-19.15%,3.30%,23.63%,35.79%,8.95%,6.12%,16.84%,0.49%,18.90%,13.48%
Expenses,215,207,195,179,221,226,220,184,228,267,240,218,259
  └─ Material Cost %,62%,62%,63%,58%,59%,52%,48%,52%,55%,54%,54%,54%,57%
  └─ Employee Cost %,11%,12%,13%,15%,11%,11%,12%,15%,13%,11%,12%,14%,12%
Operating Profit,11,8,3,1,12,39,49,12,20,42,30,16,22
OPM %,5%,4%,1%,1%,5%,15%,18%,6%,8%,14%,11%,7%,8%
Other Income,3,9,7,11,5,11,8,5,6,12,7,5,3
  └─ Other income normal,2.59,9.38,7.42,11.31,4.96,11.29,8.04,5.15,5.74,12.21,7.44,5.11,2.57
Interest,0,1,0,1,0,1,1,0,0,1,1,0,0
Depreciation,8,9,8,8,8,8,9,9,9,9,9,9,10
Profit before tax,5,8,2,4,9,41,47,8,16,44,27,11,15
Tax %,57%,24%,9%,34%,25%,25%,24%,26%,24%,24%,23%,25%,16%
Net Profit,2,6,2,3,7,31,36,6,12,34,21,8,12
  └─ Profit excl Excep,2.16,5.88,1.79,2.68,6.67,31.02,35.68,6.20,12.41,33.76,21.19,8.44,12.28
  └─ Profit for PE,2.16,5.88,1.79,2.68,6.67,31.02,35.68,6.20,12.41,33.76,21.19,8.44,12.28
  └─ Profit for EPS,2.16,5.88,1.79,2.68,6.67,31.02,35.68,6.20,12.41,33.76,21.19,8.44,12.28
  └─ YOY Profit Growth %,-95.18%,-84.13%,-91.88%,-85.65%,208.80%,427.55%,1893.30%,131.34%,86.06%,8.83%,-40.61%,36.13%,-1.05%
EPS in Rs,1.72,4.68,1.42,2.13,5.31,24.68,28.38,4.93,9.87,26.86,16.86,6.71,9.77
Raw PDF,,,,,,,,,,,,,
