Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,62,72,58,55,72,47,72,67,122,97,125,156,225
  └─ YOY Sales Growth %,23%,55%,6%,-3%,16%,-34%,26%,21%,68%,107%,72%,132%,85%
Expenses,44,52,42,40,51,37,51,52,93,88,99,131,153
  └─ Material Cost %,17.50%,26.88%,25.09%,21.79%,22.15%,12.46%,27.10%,21.01%,11.37%,12.59%,12.89%,22.31%,19.06%
  └─ Employee Cost %,12.49%,10.53%,12.75%,13.99%,12.40%,16.88%,10.75%,16.24%,24.63%,34.94%,28.66%,24.90%,18.80%
Operating Profit,18,20,16,15,22,10,21,15,29,9,26,25,73
OPM %,30%,28%,27%,28%,30%,21%,29%,23%,24%,9%,21%,16%,32%
Other Income,0,3,3,4,4,4,8,10,11,11,8,10,12
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,-0.50,0.00,0.00,0.00,0.00
  └─ Other income normal,0.45,2.91,2.77,3.61,4.09,3.65,8.42,10.19,11.89,10.57,8.20,9.90,11.84
Interest,3,4,4,4,3,3,3,1,1,2,2,3,2
Depreciation,4,4,4,4,4,4,4,5,8,9,9,9,10
Profit before tax,11,15,11,10,18,6,22,19,31,9,23,23,72
Tax %,20%,24%,23%,22%,20%,23%,21%,24%,21%,43%,21%,18%,17%
Net Profit,9,11,8,8,15,5,17,14,25,5,18,18,60
  └─ Exceptional items AT,0,0,0,0,0,0,0,-0,-0,0,0,0,0
  └─ Profit excl Excep,9,11,8,8,15,5,17,15,25,5,18,18,60
  └─ Profit for PE,9,11,8,8,15,5,17,15,25,5,18,18,60
  └─ Profit for EPS,9,11,8,8,15,5,17,14,25,5,18,18,60
  └─ YOY Profit Growth %,99%,292%,7%,33%,60%,-57%,113%,80%,70%,5%,5%,26%,140%
EPS in Rs,6.87,8.43,6.00,5.95,10.19,3.39,11.56,9.50,16.40,3.44,12.11,12.24,39.96
Raw PDF,,,,,,,,,,,,,
