Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,611,588,729,738,623,588,750,727,650,609,834,801,729
  └─ YOY Sales Growth %,-12.41%,-6.59%,-13.40%,6.28%,1.90%,0.05%,2.82%,-1.51%,4.34%,3.63%,11.15%,10.20%,12.26%
Expenses,531,527,649,653,545,533,678,648,599,569,737,730,662
  └─ Material Cost %,61%,57%,59%,60%,59%,57%,59%,58%,58%,56%,58%,57%,55%
  └─ Employee Cost %,11%,11%,10%,9%,10%,12%,11%,9%,11%,13%,10%,10%,11%
Operating Profit,80,61,81,85,77,54,72,79,50,40,96,72,67
OPM %,13%,10%,11%,12%,12%,9%,10%,11%,8%,7%,12%,9%,9%
Other Income,17,21,18,18,19,21,20,17,-54,17,15,-8,16
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-71.43,0.00,0.00,-25.53,-1.82
  └─ Other income normal,16.97,21.07,17.75,17.97,18.54,21.31,19.78,17.06,17.83,17.38,15.33,17.20,17.43
Interest,3,3,3,3,5,4,5,4,4,4,4,4,3
Depreciation,16,15,16,17,17,17,17,17,19,19,19,20,23
Profit before tax,78,64,80,83,75,55,70,75,-26,35,88,40,57
Tax %,26%,26%,26%,26%,23%,26%,26%,24%,63%,27%,29%,20%,36%
Net Profit,58,47,59,62,57,41,52,57,-42,26,63,32,36
  └─ Minority share,1,1,0,1,1,1,1,1,2,1,1,1,1
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,-55,0,0,-18,-1
  └─ Profit excl Excep,58,47,59,62,57,41,52,57,13,26,63,49,37
  └─ Profit for PE,59,48,59,62,59,42,53,58,12,27,64,50,38
  └─ Profit for EPS,59,48,59,62,59,42,53,58,-41,27,64,33,37
  └─ YOY Profit Growth %,-26%,-10%,-29%,9%,-1%,-13%,-11%,-6%,-79%,-36%,22%,-14%,212%
EPS in Rs,4.29,3.46,4.28,4.51,4.24,3.01,3.86,4.27,-2.97,1.94,4.69,2.40,2.69
Raw PDF,,,,,,,,,,,,,
