Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,91,85,97,100,113,102,101,85,71,78,77,79,85
  └─ YOY Sales Growth %,2.64%,0.62%,21.81%,19.70%,24.58%,20.92%,4.01%,-14.95%,-36.85%,-24.01%,-23.43%,-7.02%,19.85%
Expenses,65,59,63,70,92,65,62,55,50,52,54,52,60
  └─ Employee Cost %,16.97%,21.27%,20.89%,19.35%,28.25%,13.29%,20.15%,22.33%,29.59%,26.30%,26.58%,28.18%,29.68%
Operating Profit,25,26,34,30,21,37,38,30,21,25,23,27,26
OPM %,28%,30%,35%,30%,18%,36%,38%,35%,30%,32%,30%,34%,30%
Other Income,1,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Other income normal,0.86,0.03,0.04,0.07,0.02,0.04,0.05,0.04,0.14,0.08,0.13,0.06,0.06
Interest,5,4,6,8,10,7,6,5,5,7,8,8,9
Depreciation,2,2,2,2,3,3,3,3,3,2,2,2,2
Profit before tax,19,19,25,20,8,27,29,22,13,15,13,17,15
Tax %,25%,25%,23%,25%,24%,25%,25%,25%,25%,26%,26%,26%,25%
Net Profit,14,15,19,15,6,20,22,16,10,12,9,12,11
  └─ Profit excl Excep,14.41,14.54,19.04,15.09,5.78,20.09,21.90,16.18,10.07,11.55,9.48,12.30,10.86
  └─ Profit for PE,14.41,14.54,19.04,15.09,5.78,20.09,21.90,16.18,10.07,11.55,9.48,12.30,10.86
  └─ Profit for EPS,14.41,14.54,19.04,15.09,5.78,20.09,21.90,16.18,10.07,11.55,9.48,12.30,10.86
  └─ YOY Profit Growth %,227.50%,96.75%,77.12%,36.93%,-59.89%,38.17%,15.02%,7.22%,74.22%,-42.51%,-56.71%,-23.98%,7.85%
EPS in Rs,3.13,3.16,4.13,3.23,1.24,4.29,4.68,3.46,2.15,2.46,2.02,2.62,2.32
Raw PDF,,,,,,,,,,,,,
