Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,449,383,408,438,448,493,495,513,693,711,737,736,815
  └─ YOY Sales Growth %,76.74%,40.57%,14.26%,-0.00%,-0.21%,28.47%,21.40%,17.12%,54.74%,44.23%,48.81%,43.60%,17.58%
Expenses,382,303,321,349,357,360,331,355,519,506,524,538,611
  └─ Employee Cost %,9.04%,11.36%,11.87%,12.51%,13.71%,14.45%,15.32%,15.53%,13.97%,15.33%,14.72%,16.74%,15.33%
Operating Profit,67,80,87,89,90,133,164,158,174,204,213,198,204
OPM %,15%,21%,21%,20%,20%,27%,33%,31%,25%,29%,29%,27%,25%
Other Income,29,7,9,9,15,18,23,15,25,25,19,21,30
  └─ Exceptional items,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,7.00,7.02,8.70,9.16,15.07,17.52,23.44,14.71,24.84,25.07,18.73,20.96,30.40
Interest,0,0,1,0,1,2,6,11,9,6,6,5,6
Depreciation,8,6,7,6,11,14,18,22,23,23,23,23,25
Profit before tax,87,80,87,91,93,135,164,140,167,200,203,191,204
Tax %,12%,12%,6%,4%,9%,10%,11%,9%,13%,10%,8%,11%,8%
Net Profit,77,71,82,87,85,121,146,128,145,181,186,170,187
  └─ Minority share,-8,-2,-3,-3,-5,-7,-8,-7,-10,-10,-10,-8,-9
  └─ Exceptional items AT,19,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,57,71,82,87,85,121,146,128,145,181,186,170,187
  └─ Profit for PE,52,69,79,85,81,114,138,121,135,171,175,163,178
  └─ Profit for EPS,69,69,79,85,81,114,138,121,135,171,175,163,178
  └─ YOY Profit Growth %,46%,126%,56%,16%,56%,66%,76%,43%,67%,50%,27%,35%,32%
EPS in Rs,1.68,1.68,1.91,2.05,1.96,2.77,3.36,2.93,3.28,4.15,4.26,3.95,4.32
Raw PDF,,,,,,,,,,,,,
