Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,87.86,84.90,86.56,118.12,118.66,94.05,96.63,138.69,93.04,106.63,110.78,131.37,133.22
  └─ YOY Sales Growth %,60.36%,-5.69%,-19.44%,6.81%,35.06%,10.78%,11.63%,17.41%,-21.59%,13.38%,14.64%,-5.28%,43.19%
Expenses,76.94,69.03,69.45,99.93,104.07,87.93,86.60,108.20,82.22,89.74,89.50,110.91,115.97
  └─ Material Cost %,12.53%,13.53%,11.44%,18.71%,21.91%,21.31%,17.39%,23.21%,15.91%,20.59%,17.40%,26.31%,24.28%
  └─ Employee Cost %,24.83%,22.56%,24.06%,23.15%,21.07%,23.30%,23.33%,16.36%,21.66%,19.80%,19.78%,18.12%,20.88%
Operating Profit,10.92,15.87,17.11,18.19,14.59,6.12,10.03,30.49,10.82,16.89,21.28,20.46,17.25
OPM %,12.43%,18.69%,19.77%,15.40%,12.30%,6.51%,10.38%,21.98%,11.63%,15.84%,19.21%,15.57%,12.95%
Other Income,3.44,2.35,2.05,1.86,6.18,2.21,1.87,2.88,3.26,5.23,2.91,2.92,3.15
  └─ Exceptional items,0.00,0.00,-1.43,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,3.44,2.35,3.48,1.86,6.18,2.21,1.87,2.48,3.26,5.23,2.91,2.92,3.15
Interest,2.47,3.63,3.24,3.11,2.73,2.93,3.06,3.27,3.09,3.13,3.37,3.41,3.35
Depreciation,12.58,11.02,10.45,10.93,10.39,9.62,9.48,9.74,9.77,10.09,10.18,10.36,10.44
Profit before tax,-0.69,3.57,5.47,6.01,7.65,-4.22,-0.64,20.36,1.22,8.90,10.64,9.61,6.61
Tax %,71.01%,29.41%,40.04%,23.79%,21.31%,-1.90%,37.50%,24.90%,158.20%,26.74%,29.32%,33.51%,32.22%
Net Profit,-1.18,2.52,3.28,4.58,6.02,-4.14,-0.88,15.29,-0.71,6.52,7.52,6.39,4.48
  └─ Exceptional items AT,0,0,-1,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,-1,3,4,5,6,-4,-1,15,-1,7,8,6,4
  └─ Profit for PE,-1,3,4,5,6,-4,-1,15,-1,7,8,6,4
  └─ Profit for EPS,-1,3,3,5,6,-4,-1,15,-1,7,8,6,4
  └─ YOY Profit Growth %,94%,199%,145%,1488%,610%,-264%,-121%,227%,-112%,257%,955%,-57%,731%
EPS in Rs,-0.31,0.66,0.85,1.19,1.56,-1.07,-0.23,3.95,-0.18,1.68,1.94,1.65,1.15
Raw PDF,,,,,,,,,,,,,
