Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,632,608,636,673,673,676,687,720,756,761,804,942,1003
  └─ YOY Sales Growth %,,,,,6.45%,11.36%,8.04%,6.98%,12.27%,12.46%,17.09%,30.77%,32.80%
Expenses,535,511,515,524,534,548,561,589,608,606,664,783,840
  └─ Employee Cost %,66%,67%,64%,61%,64%,66%,64%,62%,64%,63%,64%,60%,63%
Operating Profit,97,97,121,149,139,129,126,132,148,155,141,160,164
OPM %,15%,16%,19%,22%,21%,19%,18%,18%,20%,20%,17%,17%,16%
Other Income,13,28,12,13,26,22,21,38,26,22,20,19,-10
  └─ Exceptional items,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.30
  └─ Other income normal,13.10,28.50,11.60,13.10,23.20,22.50,21.40,37.70,25.60,22.10,19.70,19.40,10.80
Interest,12,13,12,12,12,12,4,3,3,4,4,5,7
Depreciation,20,20,20,18,18,20,19,20,21,22,23,40,42
Profit before tax,79,92,101,132,134,120,124,146,149,152,133,135,105
Tax %,38%,26%,25%,25%,29%,27%,26%,25%,21%,23%,23%,24%,24%
Net Profit,49,68,75,99,95,88,92,110,118,116,102,103,80
  └─ Exceptional items AT,0,0,0,0,2,0,0,0,0,0,0,0,-15
  └─ Profit excl Excep,49,68,75,99,93,88,92,110,118,116,102,103,95
  └─ Profit for PE,49,68,75,99,93,88,92,110,118,116,102,103,95
  └─ Profit for EPS,49,68,75,99,95,88,92,110,118,116,102,103,80
  └─ YOY Profit Growth %,,,,,91%,28%,22%,11%,26%,33%,11%,-6%,-19%
EPS in Rs,2.20,3.08,3.38,4.45,4.26,3.67,3.83,4.58,4.90,4.85,4.25,4.28,3.31
Raw PDF,,,,,,,,,,,,,
