Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,344,272,618,521,812,422,533,464,585,273,499,266,1596
  └─ YOY Sales Growth %,47%,61%,1238%,312%,136%,55%,-14%,-11%,-28%,-35%,-6%,-43%,173%
Expenses,247,209,632,512,762,381,455,427,537,261,484,256,1514
  └─ Material Cost %,56%,61%,94%,87%,82%,74%,66%,72%,76%,61%,77%,62%,86%
  └─ Employee Cost %,3%,6%,4%,5%,4%,7%,6%,7%,6%,15%,8%,14%,3%
Operating Profit,97,63,-14,9,50,41,78,38,48,12,15,10,81
OPM %,28%,23%,-2%,2%,6%,10%,15%,8%,8%,4%,3%,4%,5%
Other Income,22,11,25,34,15,15,23,22,57,16,22,28,25
  └─ Other income normal,22.10,11.27,24.79,33.88,14.59,15.04,23.15,21.80,57.35,15.52,21.62,27.78,24.53
Interest,22,7,7,7,20,17,10,12,13,7,16,23,33
Depreciation,2,1,2,2,3,2,3,3,6,4,4,4,6
Profit before tax,95,67,2,34,42,37,88,45,87,16,17,10,67
Tax %,22%,30%,-108%,11%,28%,31%,26%,33%,23%,-3%,41%,52%,5%
Net Profit,74,47,4,30,30,26,66,30,67,16,10,5,64
  └─ Minority share,3,0,0,0,0,0,1,-15,-2,-2,-1,-2,-11
  └─ Profit excl Excep,74,47,4,30,30,26,66,30,67,16,10,5,64
  └─ Profit for PE,77,47,4,30,31,26,66,15,65,15,9,3,52
  └─ Profit for EPS,77,47,4,30,31,26,66,15,65,15,9,3,52
  └─ YOY Profit Growth %,82%,845%,188%,467%,-60%,-45%,1427%,-50%,111%,-44%,-87%,-78%,-19%
EPS in Rs,6.73,4.12,0.38,2.65,2.69,2.05,5.26,1.20,5.14,1.15,0.68,0.27,4.15
Raw PDF,,,,,,,,,,,,,
