Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,157,240,161,204,174,167,163,174,200,186,181,206,202
  └─ YOY Sales Growth %,-54.54%,-25.01%,-1.28%,10.31%,11.02%,-30.54%,1.68%,-14.58%,14.58%,11.67%,10.75%,18.19%,0.97%
Expenses,64,135,74,123,114,74,63,58,76,57,50,57,118
  └─ Employee Cost %,4.69%,3.07%,4.25%,3.83%,5.15%,4.24%,4.68%,4.12%,3.77%,3.60%,3.56%,3.42%,3.11%
Operating Profit,93,105,87,80,60,93,101,116,123,129,131,148,84
OPM %,59%,44%,54%,39%,35%,56%,62%,67%,62%,69%,73%,72%,42%
Other Income,151,15,-250,-80,-46,5,57,30,-83,27,25,-113,29
  └─ Exceptional items,98,-21,-285,-87,-67,0,50,0,-97,0,0,-140,55
  └─ Other income normal,53,36,34,7,21,5,7,30,14,27,25,27,-27
Interest,-109,111,121,101,96,83,80,103,70,89,90,74,10
Depreciation,24,25,25,26,26,29,29,30,30,32,31,33,39
Profit before tax,329,-15,-309,-127,-107,-14,49,13,-59,36,35,-72,64
Tax %,-5%,40%,-4%,-3%,-13%,15%,5%,50%,22%,27%,28%,28%,-35%
Net Profit,345,-21,-296,-123,-94,-16,47,7,-72,26,25,-92,86
  └─ Minority share,-3,-2,-4,-2,-2,-5,-11,-10,-14,-14,-15,-17,-19
  └─ Exceptional items AT,98,-14,-283,-80,-67,0,45,0,-84,0,0,-120,55
  └─ Profit excl Excep,247,-7,-13,-43,-26,-16,2,7,12,26,25,28,31
  └─ Profit for PE,245,-9,-17,-44,-28,-21,1,-4,-2,12,10,10,24
  └─ Profit for EPS,342,-23,-300,-124,-95,-21,36,-4,-86,12,10,-109,67
  └─ YOY Profit Growth %,-3%,89%,72%,38%,-112%,-120%,108%,92%,93%,158%,664%,380%,1276%
EPS in Rs,9.71,-0.66,-8.52,-3.53,-2.71,-0.59,1.01,-0.11,-2.44,0.34,0.30,-3.10,1.90
Raw PDF,,,,,,,,,,,,,
