Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,114,116,145,207,232,194,200,193,151,258,219,182,431
  └─ YOY Sales Growth %,-37%,122%,-22%,162%,103%,67%,38%,-7%,-35%,33%,10%,-6%,185%
Expenses,83,79,108,147,166,129,140,130,108,180,161,127,324
  └─ Material Cost %,69%,63%,68%,66%,65%,62%,64%,62%,66%,64%,67%,63%,71%
  └─ Employee Cost %,4%,5%,6%,5%,7%,5%,6%,5%,5%,6%,7%,7%,4%
Operating Profit,31,37,38,60,66,64,60,63,43,78,58,55,107
OPM %,27%,32%,26%,29%,29%,33%,30%,32%,29%,30%,26%,30%,25%
Other Income,4,2,2,2,2,2,4,6,2,1,2,2,3
  └─ Other income normal,3.55,1.52,2.25,1.82,2.28,2.42,4.20,6.24,2.30,1.19,2.30,1.77,2.98
Interest,15,9,10,21,28,23,18,24,12,21,17,14,22
Depreciation,0,0,0,1,0,1,1,1,1,1,1,1,1
Profit before tax,19,29,29,41,40,43,47,45,33,57,43,42,87
Tax %,24%,26%,22%,26%,26%,24%,22%,26%,27%,31%,27%,33%,33%
Net Profit,15,22,23,30,29,33,36,33,24,39,31,28,59
  └─ Minority share,0,-0,-0,1,-1,-1,-1,1,1,-1,-1,-2,-3
  └─ Profit excl Excep,15,22,23,30,29,33,36,33,24,39,31,28,59
  └─ Profit for PE,15,21,23,30,29,31,35,34,25,38,30,26,56
  └─ Profit for EPS,15,21,23,30,29,31,35,34,25,38,30,26,56
  └─ YOY Profit Growth %,8%,82%,-34%,186%,90%,49%,57%,11%,-12%,22%,-14%,-25%,120%
EPS in Rs,0.85,1.19,1.27,1.72,1.62,1.77,1.95,1.72,1.28,1.95,1.54,1.30,2.83
Raw PDF,,,,,,,,,,,,,
