Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,31,152,124,51,57,142,142,4,16,145,154,58,40
  └─ YOY Sales Growth %,-41%,49%,16%,34%,86%,-6%,15%,-93%,-71%,2%,8%,1461%,143%
Expenses,8,9,10,6,8,12,9,9,9,11,10,10,10
  └─ Employee Cost %,9.06%,2.57%,2.87%,6.98%,7.25%,3.03%,2.98%,118.60%,24.71%,2.96%,2.82%,7.77%,12.56%
Operating Profit,22,143,114,44,49,131,133,-5,7,134,144,48,30
OPM %,73%,94%,92%,87%,86%,92%,94%,-147%,45%,92%,93%,82%,74%
Other Income,7,14,13,17,23,25,23,26,29,35,25,34,30
  └─ Other income normal,7.34,14.22,13.34,16.73,23.18,25.02,23.33,26.34,29.40,34.61,24.85,34.14,29.64
Interest,5,5,5,1,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,1,1,1,1,1
Profit before tax,24,152,122,60,72,156,156,21,36,168,167,81,58
Tax %,18%,3%,-1%,11%,16%,16%,21%,5%,-5%,13%,12%,7%,-10%
Net Profit,20,148,124,53,60,131,124,20,38,146,148,75,64
  └─ Minority share,0,-1,1,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,20,148,124,53,60,131,124,20,38,146,148,75,64
  └─ Profit for PE,20,147,124,53,60,131,124,20,38,146,148,75,64
  └─ Profit for EPS,20,147,124,53,60,131,124,20,38,146,148,75,64
  └─ YOY Profit Growth %,1%,63%,16%,54%,198%,-11%,-1%,-63%,-38%,12%,20%,284%,69%
EPS in Rs,0.40,2.90,2.46,1.05,1.20,2.59,2.44,0.39,0.75,2.89,2.93,1.49,1.26
Raw PDF,,,,,,,,,,,,,
