Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,797,571,198,76,526,341,308,350,719,82,139,265,249
  └─ YOY Sales Growth %,112%,185%,61%,-79%,-34%,-40%,56%,361%,37%,-76%,-55%,-24%,-65%
Expenses,624,481,209,116,548,313,292,324,612,108,176,257,255
  └─ Material Cost %,69%,75%,66%,79%,87%,75%,77%,75%,75%,65%,73%,71%,72%
  └─ Employee Cost %,3%,4%,12%,32%,6%,7%,8%,7%,3%,29%,20%,10%,10%
Operating Profit,173,90,-11,-40,-21,28,16,26,106,-26,-37,8,-6
OPM %,22%,16%,-6%,-53%,-4%,8%,5%,7%,15%,-32%,-27%,3%,-2%
Other Income,7,7,7,8,1,12,14,20,6,15,31,17,14
  └─ Other income normal,7.49,7.35,6.71,7.91,1.33,11.90,14.24,19.83,5.50,14.71,30.69,16.63,13.77
Interest,6,37,9,31,21,19,11,6,6,7,3,11,6
Depreciation,3,3,3,4,4,4,2,3,4,4,4,4,4
Profit before tax,172,58,-17,-67,-45,17,17,36,101,-22,-14,10,-2
Tax %,29%,17%,55%,-6%,-41%,62%,40%,27%,35%,-24%,-21%,59%,640%
Net Profit,121,48,-26,-63,-26,6,10,26,66,-17,-11,4,-15
  └─ Profit from Associates,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
  └─ Minority share,-4,-2,1,0,-1,-0,-1,-1,-1,-0,1,0,-1
  └─ Profit excl Excep,121,48,-26,-63,-26,6,10,26,66,-17,-11,4,-15
  └─ Profit for PE,117,46,-25,-63,-27,6,10,25,65,-17,-10,4,-16
  └─ Profit for EPS,117,46,-25,-63,-27,6,10,25,65,-17,-10,4,-16
  └─ YOY Profit Growth %,367%,116%,-188%,-144%,-123%,-86%,138%,140%,341%,-373%,-207%,-82%,-124%
EPS in Rs,15.45,6.05,-3.33,-8.27,-3.57,0.82,1.28,3.33,8.59,-1.92,-1.18,0.51,-1.80
Raw PDF,,,,,,,,,,,,,
