Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,193,264,231,374,296,415,380,591,499,632,709,929,797
  └─ YOY Sales Growth %,22%,25%,19%,56%,53%,57%,64%,58%,68%,52%,86%,57%,60%
Expenses,179,228,211,313,265,360,347,479,441,545,623,755,688
  └─ Material Cost %,67%,65%,65%,65%,68%,68%,68%,66%,72%,70%,72%,68%,70%
  └─ Employee Cost %,11%,9%,10%,8%,10%,9%,10%,7%,8%,8%,8%,7%,9%
Operating Profit,14,36,20,61,31,55,33,111,58,87,85,174,109
OPM %,7%,14%,9%,16%,11%,13%,9%,19%,12%,14%,12%,19%,14%
Other Income,2,1,2,3,1,1,3,1,2,1,1,32,4
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.69,0.00
  └─ Other income normal,2.13,1.39,2.13,3.03,0.94,1.39,2.51,1.19,1.86,0.92,1.08,4.28,4.08
Interest,9,10,12,12,13,14,15,18,21,23,28,22,24
Depreciation,17,18,18,21,19,21,23,26,28,32,38,46,67
Profit before tax,-10,8,-8,31,0,22,-2,69,10,33,21,138,22
Tax %,-25%,26%,-33%,25%,-7100%,25%,-20%,25%,38%,26%,18%,26%,22%
Net Profit,-8,6,-6,24,4,16,-2,51,6,25,17,103,18
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,21,0
  └─ Profit excl Excep,-8,6,-6,24,4,16,-2,51,6,25,17,82,18
  └─ Profit for PE,-8,6,-6,24,4,16,-2,51,6,25,17,82,18
  └─ Profit for EPS,-8,6,-6,24,4,16,-2,51,6,25,17,103,18
  └─ YOY Profit Growth %,19%,320%,51%,153%,147%,162%,66%,117%,79%,51%,993%,60%,172%
EPS in Rs,-0.22,0.18,-0.16,0.68,0.10,0.47,-0.06,1.48,0.19,0.71,0.50,2.82,0.48
Raw PDF,,,,,,,,,,,,,
