Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1506,1283,1363,1370,1625,1384,1370,1397,1681,1361,1577,1542,2088
  └─ YOY Sales Growth %,8.31%,5.79%,16.34%,8.08%,7.89%,7.83%,0.54%,1.96%,3.46%,-1.62%,15.11%,10.34%,24.21%
Expenses,1199,1082,1143,1165,1334,1169,1160,1178,1380,1176,1321,1304,1706
  └─ Material Cost %,62%,63%,61%,61%,60%,59%,61%,60%,61%,61%,60%,60%,60%
  └─ Employee Cost %,6%,8%,8%,8%,7%,9%,9%,9%,8%,10%,9%,10%,7%
Operating Profit,307,202,220,205,291,214,210,219,302,185,257,237,383
OPM %,20%,16%,16%,15%,18%,16%,15%,16%,18%,14%,16%,15%,18%
Other Income,12,12,13,6,10,12,9,12,9,9,11,-7,11
  └─ Exceptional items,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.50,-6.10
  └─ Other income normal,6.60,12.10,13.40,6.40,10.20,11.90,8.80,11.80,8.90,9.10,11.40,9.50,17.30
Interest,3,6,8,8,8,8,10,14,10,12,16,13,24
Depreciation,44,46,49,50,52,56,60,63,65,72,72,73,74
Profit before tax,272,162,177,154,241,163,149,154,236,110,180,144,297
Tax %,24%,26%,26%,26%,25%,27%,27%,27%,25%,28%,25%,25%,28%
Net Profit,206,119,132,113,181,120,109,113,178,79,135,108,213
  └─ Minority share,-0,0,-0,0,0,1,1,2,1,2,0,0,0
  └─ Exceptional items AT,5,0,0,0,0,0,0,0,0,0,0,-12,-4
  └─ Profit excl Excep,201,119,132,113,181,120,109,113,178,79,135,120,217
  └─ Profit for PE,201,120,131,114,182,120,110,114,179,81,135,120,217
  └─ Profit for EPS,206,120,131,114,182,120,110,114,179,81,135,108,213
  └─ YOY Profit Growth %,42%,38%,98%,22%,-10%,0%,-16%,1%,-1%,-33%,23%,5%,21%
EPS in Rs,7.66,4.46,4.88,4.23,6.76,4.48,4.09,4.25,6.67,3.02,5.02,4.01,7.93
Raw PDF,,,,,,,,,,,,,
