Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,122.57,100.01,122.01,74.37,111.25,111.39,103.73,102.73,122.62,123.78,140.10,113.97,158.10
  └─ YOY Sales Growth %,-11.00%,-17.84%,-7.43%,-40.98%,-9.24%,11.38%,-14.98%,38.13%,10.22%,11.12%,35.06%,10.94%,28.93%
Expenses,104.35,92.91,108.55,66.09,97.17,99.40,94.02,93.57,116.55,114.79,125.04,100.30,138.67
  └─ Material Cost %,62%,66%,65%,48%,59%,62%,61%,60%,68%,66%,65%,57%,61%
  └─ Employee Cost %,6%,7%,7%,11%,8%,9%,10%,10%,9%,9%,8%,10%,9%
Operating Profit,18.22,7.10,13.46,8.28,14.08,11.99,9.71,9.16,6.07,8.99,15.06,13.67,19.43
OPM %,14.86%,7.10%,11.03%,11.13%,12.66%,10.76%,9.36%,8.92%,4.95%,7.26%,10.75%,11.99%,12.29%
Other Income,0.22,0.32,0.13,0.76,1.47,2.27,3.25,2.45,1.32,0.64,0.46,0.59,0.67
  └─ Other income normal,0.22,0.32,0.13,0.76,1.47,2.27,3.25,2.45,1.32,0.64,0.46,0.59,0.67
Interest,1.55,1.72,2.27,1.56,2.14,1.34,1.77,2.45,1.55,3.26,4.06,3.10,7.05
Depreciation,2.58,2.63,2.81,2.68,2.85,3.25,3.41,3.61,3.60,3.87,3.95,4.88,8.24
Profit before tax,14.31,3.07,8.51,4.80,10.56,9.67,7.78,5.55,2.24,2.50,7.51,6.28,4.81
Tax %,34.38%,35.83%,32.67%,30.83%,31.63%,41.05%,30.08%,35.32%,139.73%,-58.80%,26.76%,26.75%,15.38%
Net Profit,9.39,1.97,5.72,3.32,7.22,5.71,5.44,3.59,-0.88,3.98,5.50,4.62,4.07
  └─ Profit excl Excep,9,2,6,3,7,6,5,4,-1,4,6,5,4
  └─ Profit for PE,9,2,6,3,7,6,5,4,-1,4,6,5,4
  └─ Profit for EPS,9,2,6,3,7,6,5,4,-1,4,6,5,4
  └─ YOY Profit Growth %,-14%,-83%,-53%,-72%,-23%,190%,-5%,8%,-112%,-30%,1%,29%,562%
EPS in Rs,0.90,0.19,0.55,0.32,0.69,0.46,0.44,0.29,-0.07,0.31,0.42,0.36,0.31
Raw PDF,,,,,,,,,,,,,
