Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,110,84,92,104,120,148,147,179,190,155,147,174,243
  └─ YOY Sales Growth %,-23.06%,-16.39%,-1.61%,-8.42%,8.49%,76.40%,59.55%,71.36%,58.51%,5.00%,0.29%,-2.75%,28.00%
Expenses,113,81,90,106,114,134,133,166,174,137,132,158,219
  └─ Material Cost %,82%,75%,73%,78%,74%,78%,75%,79%,77%,75%,73%,77%,78%
  └─ Employee Cost %,5%,7%,7%,6%,6%,5%,6%,4%,4%,5%,6%,4%,5%
Operating Profit,-2,2,2,-1,6,13,13,13,16,18,15,16,24
OPM %,-2%,3%,2%,-1%,5%,9%,9%,7%,8%,11%,10%,9%,10%
Other Income,1,0,0,0,0,0,1,1,0,0,1,0,5
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.86
  └─ Other income normal,1.00,0.16,0.02,0.08,0.44,0.10,0.72,0.77,0.14,0.04,0.71,0.03,0.20
Interest,1,1,1,2,3,3,3,3,3,2,2,2,1
Depreciation,0,0,0,2,2,2,2,2,2,2,2,2,2
Profit before tax,-3,1,1,-5,1,9,9,9,11,13,12,12,26
Tax %,-13%,16%,16%,-15%,6%,14%,15%,12%,27%,22%,15%,17%,25%
Net Profit,-2,1,1,-4,1,7,8,8,8,10,10,10,20
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,0,4
  └─ Profit excl Excep,-2,1,1,-4,1,7,8,8,8,10,10,10,16
  └─ Profit for PE,-2,1,1,-4,1,7,8,8,8,10,10,10,16
  └─ Profit for EPS,-2,1,1,-4,1,7,8,8,8,10,10,10,20
  └─ YOY Profit Growth %,-666%,-70%,0%,-42000%,154%,844%,897%,287%,548%,41%,33%,28%,96%
EPS in Rs,-1.83,0.62,0.60,-3.15,0.95,5.61,5.70,5.88,6.13,7.88,7.57,7.55,14.78
Raw PDF,,,,,,,,,,,,,
