Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,298,197,224,239,307,227,236,231,334,284,351,327,392
  └─ YOY Sales Growth %,19.70%,-3.54%,4.61%,11.67%,2.87%,15.15%,5.06%,-3.43%,8.74%,25.05%,48.77%,41.35%,17.37%
Expenses,254,174,198,215,270,205,202,205,282,246,313,305,349
  └─ Material Cost %,48.43%,41.42%,45.83%,42.77%,50.65%,43.15%,40.14%,41.44%,48.08%,45.12%,49.23%,46.26%,46.11%
  └─ Employee Cost %,14.70%,21.31%,17.90%,19.13%,16.20%,21.95%,20.11%,20.37%,16.89%,18.42%,17.58%,19.94%,18.92%
Operating Profit,44,23,26,25,36,22,34,26,52,38,38,21,43
OPM %,15%,12%,12%,10%,12%,10%,14%,11%,16%,13%,11%,6%,11%
Other Income,3,1,2,1,2,2,1,2,2,2,-1,0,1
  └─ Exceptional items,0.00,0.00,-1.87,-3.44,0.00,0.00,0.00,0.00,0.00,0.00,-3.08,-3.18,-0.43
  └─ Other income normal,2.94,0.68,3.39,4.03,1.97,1.78,1.39,1.93,2.25,2.25,1.93,3.49,1.11
Interest,9,5,6,10,10,9,9,9,9,9,9,8,9
Depreciation,6,6,6,7,7,7,7,7,8,8,9,10,10
Profit before tax,33,13,16,8,21,7,20,11,37,23,19,4,25
Tax %,30%,29%,33%,27%,30%,22%,26%,10%,15%,22%,27%,-26%,20%
Net Profit,23,9,11,6,15,5,14,10,32,18,14,5,20
  └─ Minority share,0.00,0.00,-0.79,-2.97,-4.87,-2.02,-1.73,-1.79,-11.30,-3.10,-1.97,-1.77,-1.96
  └─ Exceptional items AT,0.00,0.00,-1.25,-1.68,0.00,0.00,0.00,0.00,0.00,0.00,-1.89,-2.81,-0.29
  └─ Profit excl Excep,22.79,9.29,12.07,7.65,14.80,5.42,14.42,10.28,31.64,17.86,15.85,7.41,20.44
  └─ Profit for PE,22.79,9.29,11.19,3.84,9.93,3.40,12.69,8.49,20.34,14.76,13.61,4.56,18.45
  └─ Profit for EPS,22.79,9.29,10.03,3.00,9.93,3.40,12.69,8.49,20.34,14.76,11.99,2.83,18.19
  └─ YOY Profit Growth %,-4.48%,-39.60%,-42.24%,-68.70%,-56.43%,-63.40%,13.42%,120.85%,104.83%,334.12%,7.28%,-46.30%,-9.28%
EPS in Rs,3.34,1.36,1.47,0.44,1.45,0.50,1.86,1.24,2.98,2.16,1.73,0.41,2.62
Raw PDF,,,,,,,,,,,,,
