Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,429,462,538,596,642,633,657,684,615,709,788,740,920
  └─ YOY Sales Growth %,18.08%,34.10%,49.47%,43.23%,49.61%,36.84%,22.19%,14.86%,-4.20%,12.00%,19.94%,8.15%,49.48%
Interest,158,185,217,247,252,251,266,268,264,297,344,289,381
Expenses,132,156,173,192,217,237,323,398,327,352,373,355,320
  └─ Employee Cost %,23.26%,22.57%,20.53%,19.53%,18.19%,19.75%,21.82%,21.92%,26.86%,22.83%,21.94%,22.91%,20.59%
Financing Profit,139,121,148,156,173,145,68,19,24,60,71,96,218
Financing Margin %,32%,26%,28%,26%,27%,23%,10%,3%,4%,8%,9%,13%,24%
Other Income,0,1,1,1,5,2,1,4,1,5,5,5,3
  └─ Other income normal,0.05,1.38,0.87,0.71,4.77,1.69,0.56,3.52,1.44,4.69,4.91,5.20,3.05
Depreciation,8,4,6,6,6,6,7,7,8,6,7,8,9
Profit before tax,132,118,143,151,171,141,62,15,18,58,69,93,212
Tax %,25%,25%,25%,25%,25%,25%,27%,5%,-20%,22%,23%,23%,24%
Net Profit,99,88,107,113,128,105,45,14,22,45,53,72,162
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,-0
  └─ Profit excl Excep,99,88,107,113,128,105,45,14,22,45,53,72,162
  └─ Profit for PE,99,88,107,113,128,105,45,14,22,45,53,72,162
  └─ Profit for EPS,99,88,107,113,128,105,45,14,22,45,53,72,162
  └─ YOY Profit Growth %,73%,142%,87%,93%,30%,20%,-58%,-87%,-83%,-57%,19%,404%,640%
EPS in Rs,11.57,9.93,10.72,10.24,11.61,9.53,4.05,1.29,1.98,4.08,4.81,6.51,14.67
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
