Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,145,152,200,138,135,149,144,93,66,73,49,42,48
  └─ YOY Sales Growth %,21.33%,28.04%,21.54%,-16.38%,-6.52%,-1.95%,-27.63%,-32.59%,-50.97%,-51.18%,-66.20%,-55.41%,-28.12%
Expenses,133,131,181,134,133,145,133,104,85,83,56,73,65
  └─ Material Cost %,-6%,-3%,-9%,16%,-1%,34%,36%,0%,-56%,-53%,-29%,5%,-50%
  └─ Employee Cost %,6%,3%,4%,7%,7%,5%,6%,10%,14%,12%,18%,22%,16%
Operating Profit,11,21,18,4,2,4,12,-11,-19,-10,-7,-32,-17
OPM %,8%,14%,9%,3%,2%,3%,8%,-12%,-29%,-13%,-14%,-76%,-36%
Other Income,9,1,4,1,1,1,2,1,10,4,3,2,1
  └─ Other income normal,8.62,0.71,3.71,0.73,0.84,1.12,2.12,0.93,10.26,3.99,2.65,2.24,1.46
Interest,3,3,3,2,2,2,1,0,0,0,1,0,1
Depreciation,2,2,2,2,2,2,2,2,2,2,2,2,2
Profit before tax,15,17,17,1,-1,2,11,-12,-11,-8,-7,-32,-18
Tax %,50%,37%,31%,123%,86%,210%,57%,-3%,-976%,-24%,-24%,-22%,-22%
Net Profit,8,11,12,-0,-3,-2,5,-12,94,-6,-5,-25,-14
  └─ Minority share,-1,-0,0,0,0,2,1,0,-0,0,0,0,0
  └─ Profit excl Excep,8,11,12,-0,-3,-2,5,-12,94,-6,-5,-25,-14
  └─ Profit for PE,7,11,12,-0,-3,-1,6,-12,94,-6,-5,-24,-14
  └─ Profit for EPS,7,11,12,-0,-3,-1,6,-12,94,-6,-5,-24,-14
  └─ YOY Profit Growth %,121%,143%,164%,95%,-136%,-107%,-52%,-16686%,3810%,-736%,-186%,-108%,-115%
EPS in Rs,0.69,1.04,1.17,-0.01,-0.25,-0.07,0.56,-1.16,7.85,-0.48,-0.40,-2.04,-1.15
Raw PDF,,,,,,,,,,,,,
