Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,35,24,24,25,218,43,30,33,49,179,250,258,298
  └─ YOY Sales Growth %,-4%,29%,45%,26%,524%,78%,22%,29%,-77%,318%,737%,693%,503%
Expenses,10,14,11,12,11,9,9,9,12,132,200,210,240
  └─ Material Cost %,0%,0%,0%,0%,0%,0%,0%,0%,0%,41%,50%,49%,51%
  └─ Employee Cost %,21%,34%,33%,31%,3%,15%,20%,18%,14%,14%,12%,14%,11%
Operating Profit,24,10,13,13,207,34,21,24,37,47,50,49,57
OPM %,70%,41%,54%,52%,95%,79%,70%,72%,76%,26%,20%,19%,19%
Other Income,1,1,2,2,0,1,2,0,2,43,4,2,9
  └─ Other income normal,0.95,1.28,1.75,2.43,0.39,1.49,1.73,0.35,1.87,43.21,4.48,2.40,9.46
Interest,0,0,0,0,0,0,0,0,0,5,7,7,7
Depreciation,1,1,1,1,1,1,1,1,1,3,4,4,4
Profit before tax,24,10,14,15,206,34,22,23,38,82,44,40,56
Tax %,18%,133%,37%,24%,15%,29%,35%,25%,44%,24%,36%,37%,9%
Net Profit,99,71,91,102,269,110,89,106,107,158,103,105,164
  └─ Profit from Associates,79,74,82,91,94,86,75,88,86,96,75,80,114
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,-2,-2,-3
  └─ Profit excl Excep,99,71,91,102,269,110,89,106,107,158,103,105,164
  └─ Profit for PE,99,71,91,102,269,110,89,106,107,158,100,103,161
  └─ Profit for EPS,99,71,91,102,269,110,89,106,107,158,100,103,161
  └─ YOY Profit Growth %,26%,72%,173%,59%,173%,56%,-2%,3%,-60%,44%,13%,-3%,50%
EPS in Rs,4.44,3.18,4.08,4.61,12.13,4.97,4.00,4.76,4.82,7.13,4.52,4.64,7.25
Raw PDF,,,,,,,,,,,,,
