Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,712,614,655,635,800,653,671,678,779,701,717,753,820
  └─ YOY Sales Growth %,31.15%,1.56%,9.51%,5.42%,12.45%,6.28%,2.36%,6.87%,-2.67%,7.43%,6.95%,10.95%,5.32%
Expenses,547,530,520,530,613,548,548,533,574,579,565,609,623
  └─ Employee Cost %,24.69%,30.34%,27.03%,29.49%,24.02%,29.29%,27.47%,28.83%,25.76%,27.76%,26.20%,28.87%,25.96%
Operating Profit,165,84,136,105,187,105,123,146,204,122,152,144,197
OPM %,23%,14%,21%,17%,23%,16%,18%,21%,26%,17%,21%,19%,24%
Other Income,24,38,17,32,30,33,35,32,28,39,32,19,24
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.06,0.00
  └─ Other income normal,23.77,37.63,16.90,31.62,30.15,33.23,35.43,32.23,28.33,38.75,32.11,30.08,23.70
Interest,33,32,33,45,22,35,38,37,38,39,48,47,47
Depreciation,79,81,84,86,86,89,92,93,92,96,101,104,109
Profit before tax,77,9,35,6,109,14,28,48,102,26,36,12,65
Tax %,27%,90%,39%,-67%,24%,57%,59%,26%,29%,73%,52%,88%,36%
Net Profit,56,1,21,11,83,6,11,35,73,7,17,1,41
  └─ Minority share,0.11,-0.71,-0.09,1.12,-0.85,-0.19,2.29,-0.58,0.13,0.70,0.92,0.83,0.07
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.19,0.00
  └─ Profit excl Excep,56.31,0.89,21.43,10.53,83.21,6.08,11.48,35.42,72.95,7.17,16.93,-4.79,41.49
  └─ Profit for PE,56.42,0.18,21.34,11.65,82.36,5.89,13.77,34.84,73.08,7.87,17.85,-3.96,41.56
  └─ Profit for EPS,56.42,0.18,21.34,11.65,82.36,5.89,13.77,34.84,73.08,7.87,17.85,2.23,41.56
  └─ YOY Profit Growth %,247.20%,-99.39%,-47.77%,197.90%,45.98%,3172.22%,-35.47%,199.06%,-11.27%,33.62%,29.63%,-111.37%,-43.13%
EPS in Rs,2.80,0.01,1.06,0.58,4.08,0.29,0.68,1.72,3.62,0.39,0.88,0.11,2.06
Raw PDF,,,,,,,,,,,,,
