Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,40.89,51.37,56.18,56.64,59.62,54.95,45.37,41.51,41.50,41.45,48.77,37.65,59.91
  └─ YOY Sales Growth %,16.63%,93.56%,39.34%,-6.90%,45.81%,6.97%,-19.24%,-26.71%,-30.39%,-24.57%,7.49%,-9.30%,44.36%
Expenses,33.03,40.21,44.75,46.13,46.44,43.23,37.36,38.92,37.65,37.17,44.48,36.56,53.79
  └─ Material Cost %,51%,53%,56%,59%,53%,57%,52%,58%,54%,51%,58%,52%,58%
  └─ Employee Cost %,14%,11%,9%,12%,11%,12%,14%,16%,17%,18%,16%,26%,15%
Operating Profit,7.86,11.16,11.43,10.51,13.18,11.72,8.01,2.59,3.85,4.28,4.29,1.09,6.12
OPM %,19.22%,21.72%,20.35%,18.56%,22.11%,21.33%,17.65%,6.24%,9.28%,10.33%,8.80%,2.90%,10.22%
Other Income,0.22,1.61,1.68,2.42,0.69,0.33,0.53,1.70,0.30,0.67,0.58,0.86,0.87
  └─ Other income normal,0.22,1.61,1.68,2.42,0.69,0.33,0.53,1.70,0.30,0.67,0.58,0.86,0.87
Interest,0.22,0.30,0.22,0.29,0.40,0.22,0.13,0.28,0.36,0.15,0.19,0.39,0.61
Depreciation,1.40,1.17,1.57,2.29,1.73,1.31,1.80,2.23,2.73,2.17,2.38,2.53,2.76
Profit before tax,6.46,11.30,11.32,10.35,11.74,10.52,6.61,1.78,1.06,2.63,2.30,-0.97,3.62
Tax %,20.28%,20.09%,15.19%,6.38%,11.24%,13.69%,25.72%,101.12%,-14.15%,17.87%,25.65%,43.30%,27.90%
Net Profit,5.16,9.03,9.59,9.68,10.41,9.07,4.89,-0.02,1.22,2.16,1.71,-1.40,2.60
  └─ Minority share,0,0,0,0,0,0,0,0,-0,0,0,0,0
  └─ Profit excl Excep,5,9,10,10,10,9,5,-0,1,2,2,-1,3
  └─ Profit for PE,5,9,10,10,11,9,5,0,1,2,2,-1,3
  └─ Profit for EPS,5,9,10,10,11,9,5,0,1,2,2,-1,3
  └─ YOY Profit Growth %,61%,242%,97%,-6%,99%,-0%,-49%,-100%,-89%,-76%,-65%,,120%
EPS in Rs,0.82,1.39,1.48,1.46,1.62,1.37,0.73,0.00,0.18,0.32,0.25,-0.21,0.39
Raw PDF,,,,,,,,,,,,,
