Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,260,247,257,225,250,247,270,265,298,289,321,318,323
  └─ YOY Sales Growth %,,,,-3.02%,-3.95%,0.18%,5.10%,17.62%,19.17%,16.75%,18.80%,20.09%,8.35%
Expenses,207,194,203,190,200,205,220,219,251,239,261,261,265
  └─ Material Cost %,54.43%,49.50%,50.85%,47.87%,50.07%,50.26%,47.16%,48.14%,51.40%,50.03%,48.09%,49.09%,48.82%
  └─ Employee Cost %,11.21%,14.20%,14.00%,16.91%,14.68%,15.50%,15.67%,16.43%,15.98%,17.46%,17.54%,16.88%,16.78%
Operating Profit,53,52,54,35,51,42,51,45,47,50,60,57,58
OPM %,21%,21%,21%,15%,20%,17%,19%,17%,16%,17%,19%,18%,18%
Other Income,1,2,3,4,6,5,5,7,8,3,9,3,6
  └─ Other income normal,1.32,1.81,2.70,3.94,6.08,4.95,5.10,6.52,8.03,3.28,8.53,3.12,5.84
Interest,3,3,3,3,1,1,1,1,1,1,1,1,1
Depreciation,7,8,9,9,10,10,11,12,12,13,13,13,14
Profit before tax,45,43,44,26,45,35,44,39,41,39,54,45,49
Tax %,26%,25%,25%,27%,25%,26%,25%,25%,26%,25%,21%,27%,25%
Net Profit,33,32,33,19,34,26,33,29,31,29,43,33,37
  └─ Minority share,0.08,0.03,0.14,0.16,0.14,0.28,0.12,0.08,0.00,-0.31,-0.14,-0.40,-0.71
  └─ Profit excl Excep,33.07,32.14,33.16,19.00,34.19,26.21,32.77,29.27,30.84,28.95,42.73,33.14,36.53
  └─ Profit for PE,33.15,32.17,33.30,19.16,34.33,26.49,32.89,29.35,30.84,28.64,42.59,32.74,35.82
  └─ Profit for EPS,33.15,32.17,33.30,19.16,34.33,26.49,32.89,29.35,30.84,28.64,42.59,32.74,35.82
  └─ YOY Profit Growth %,,,,-42.39%,3.56%,-17.66%,-1.23%,53.18%,-10.17%,8.12%,29.49%,11.55%,16.15%
EPS in Rs,3.55,3.44,3.57,1.82,3.26,2.51,3.12,2.78,2.93,2.72,4.04,3.11,3.40
Raw PDF,,,,,,,,,,,,,
