Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,987,1070,1001,1103,939,995,935,1005,962,903,1060,1167,1093
  └─ YOY Sales Growth %,,21.09%,,0.42%,-4.81%,-7.06%,-6.58%,-8.83%,2.39%,-9.23%,13.35%,16.09%,13.69%
Expenses,940,986,925,1018,906,934,895,964,928,857,994,1108,1030
  └─ Material Cost %,88%,88%,88%,88%,89%,89%,89%,90%,88%,89%,88%,91%,88%
  └─ Employee Cost %,3%,1%,1%,1%,3%,1%,1%,1%,2%,1%,1%,1%,2%
Operating Profit,47,84,76,85,34,60,40,42,34,46,66,59,64
OPM %,5%,8%,8%,8%,4%,6%,4%,4%,3%,5%,6%,5%,6%
Other Income,6,1,2,2,5,5,2,2,4,3,3,4,4
  └─ Other income normal,6.30,1.18,2.23,1.69,4.79,5.04,2.28,2.14,3.54,2.69,3.06,3.58,4.20
Interest,14,13,15,16,14,13,11,10,14,10,10,10,8
Depreciation,5,5,5,5,6,6,6,6,7,7,7,7,8
Profit before tax,34,67,58,66,19,46,25,27,17,32,51,45,52
Tax %,18%,19%,18%,23%,37%,29%,26%,24%,27%,18%,22%,24%,29%
Net Profit,28,54,48,51,12,33,18,20,12,26,40,34,37
  └─ Minority share,-6,-9,-9,-4,-3,-2,0,-1,-1,0,-4,-2,4
  └─ Profit excl Excep,28,54,48,51,12,33,18,20,12,26,40,34,37
  └─ Profit for PE,22,45,39,47,9,31,18,19,12,26,36,32,41
  └─ Profit for EPS,22,45,39,47,9,31,18,19,12,26,36,32,41
  └─ YOY Profit Growth %,,-31%,,9%,-59%,-31%,-54%,-59%,28%,-15%,98%,68%,249%
EPS in Rs,2.77,5.59,4.91,4.83,0.93,3.15,1.86,1.98,1.19,2.68,3.68,3.31,4.16
Raw PDF,,,,,,,,,,,,,
