Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,32214,32535,37339,33513,38471,35779,37449,38764,40920,38605,42344,49904,52462
  └─ YOY Sales Growth %,20.43%,22.72%,24.70%,14.57%,19.43%,9.97%,0.29%,15.67%,6.37%,7.90%,13.07%,28.74%,28.21%
Expenses,28320,29015,32028,29073,33250,30673,32450,33688,36076,33983,37258,44331,46304
  └─ Material Cost %,72%,72%,70%,70%,70%,69%,71%,70%,71%,71%,72%,73%,73%
  └─ Employee Cost %,4%,5%,4%,5%,4%,5%,4%,5%,4%,5%,5%,5%,4%
Operating Profit,3894,3520,5312,4440,5221,5107,4999,5076,4844,4623,5086,5573,6158
OPM %,12%,11%,14%,13%,14%,14%,13%,13%,12%,12%,12%,11%,12%
Other Income,850,1110,958,1053,1261,1118,1570,1125,1583,1924,1014,1140,581
  └─ Other income normal,850,1110,958,1053,1261,1118,1570,1125,1583,1924,1014,1140,581
Interest,164,46,35,36,76,57,43,46,48,47,57,62,73
Depreciation,1240,1314,1342,1302,1298,1332,1386,1429,1462,1556,1703,1735,1748
Profit before tax,3341,3269,4892,4156,5108,4836,5141,4726,4918,4944,4339,4917,4918
Tax %,20%,22%,23%,23%,23%,22%,40%,21%,20%,23%,23%,21%,26%
Net Profit,2688,2543,3786,3207,3952,3760,3102,3727,3911,3792,3349,3879,3659
  └─ Profit excl Excep,2688,2543,3786,3207,3952,3760,3102,3727,3911,3792,3349,3879,3659
  └─ Profit for PE,2688,2543,3786,3207,3952,3760,3102,3727,3911,3792,3349,3879,3659
  └─ Profit for EPS,2688,2543,3786,3207,3952,3760,3102,3727,3911,3792,3349,3879,3659
  └─ YOY Profit Growth %,43%,145%,79%,33%,47%,48%,-18%,16%,-1%,1%,8%,4%,-6%
EPS in Rs,88.97,84.18,125.34,102.00,125.71,119.58,98.68,118.54,124.40,120.62,106.52,123.38,116.38
Raw PDF,,,,,,,,,,,,,
