Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,573,427,362,473,539,422,398,431,502,385,346,387,592
  └─ YOY Sales Growth %,21.70%,-1.01%,-30.70%,-14.81%,-5.89%,-1.02%,9.97%,-8.90%,-6.87%,-8.72%,-13.09%,-10.31%,17.81%
Expenses,416,331,273,386,472,374,368,424,477,365,320,362,568
  └─ Material Cost %,49%,46%,42%,56%,65%,57%,60%,69%,69%,64%,61%,64%,73%
  └─ Employee Cost %,5%,6%,7%,5%,3%,7%,7%,6%,6%,7%,8%,6%,4%
Operating Profit,157,95,89,88,68,48,31,8,25,20,26,25,24
OPM %,27%,22%,25%,19%,13%,11%,8%,2%,5%,5%,8%,6%,4%
Other Income,10,13,18,15,17,15,19,21,20,14,18,13,20
  └─ Other income normal,10.49,12.88,18.41,14.57,17.06,14.79,19.02,21.37,19.61,13.56,17.98,13.33,20.24
Interest,1,0,0,0,1,1,1,2,4,1,4,3,1
Depreciation,10,11,11,11,11,11,11,11,11,12,11,11,11
Profit before tax,156,96,96,91,74,50,37,16,29,21,29,24,32
Tax %,24%,25%,24%,24%,23%,26%,23%,-4%,8%,28%,22%,23%,19%
Net Profit,118,72,73,69,57,37,28,17,27,15,22,19,26
  └─ Profit excl Excep,117.67,71.75,73.20,68.98,56.84,37.00,28.47,16.63,27.07,15.43,22.41,18.64,26.05
  └─ Profit for PE,117.67,71.75,73.20,68.98,56.84,37.00,28.47,16.63,27.07,15.43,22.41,18.64,26.05
  └─ Profit for EPS,117.67,71.75,73.20,68.98,56.84,37.00,28.47,16.63,27.07,15.43,22.41,18.64,26.05
  └─ YOY Profit Growth %,107.79%,18.99%,-31.13%,-38.17%,-51.70%,-48.43%,-61.11%,-75.89%,-52.38%,-58.30%,-21.29%,12.09%,-3.77%
EPS in Rs,18.66,11.38,11.61,10.94,9.01,5.87,4.51,2.64,4.29,2.45,3.55,2.96,4.13
Raw PDF,,,,,,,,,,,,,
