Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,144,155,171,167,178,212,218,219,232,258,279,320,342
  └─ YOY Sales Growth %,,39.11%,33.93%,21.26%,23.62%,37.07%,27.14%,31.40%,30.40%,21.72%,28.31%,46.23%,47.36%
Expenses,105,113,126,120,131,158,163,164,175,193,215,246,262
  └─ Material Cost %,17.91%,18.15%,21.05%,18.90%,21.09%,22.10%,19.82%,19.19%,20.06%,20.76%,20.18%,19.49%,18.20%
  └─ Employee Cost %,17.41%,17.37%,16.58%,17.94%,17.93%,16.34%,19.04%,19.45%,18.91%,18.69%,19.25%,19.83%,20.52%
Operating Profit,38,41,46,46,47,54,55,55,57,64,65,74,80
OPM %,27%,27%,27%,28%,26%,25%,25%,25%,25%,25%,23%,23%,23%
Other Income,1,1,4,5,6,4,3,4,5,9,9,8,7
  └─ Other income normal,0.68,0.76,3.82,5.38,5.66,3.65,2.97,4.21,5.34,9.31,9.49,7.83,7.11
Interest,6,6,3,0,0,3,2,2,1,0,0,1,5
Depreciation,8,7,7,8,8,11,16,17,13,15,19,24,30
Profit before tax,25,29,40,44,44,43,40,40,49,59,55,57,52
Tax %,31%,35%,30%,33%,13%,29%,23%,24%,20%,28%,25%,25%,14%
Net Profit,17,19,28,29,38,30,31,30,39,42,41,43,45
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,-0.01,2.27,2.82
  └─ Profit excl Excep,17.32,19.04,27.60,29.49,38.35,30.38,30.95,30.49,38.73,42.04,41.25,43.08,44.70
  └─ Profit for PE,17.32,19.04,27.60,29.49,38.35,30.38,30.95,30.49,38.72,42.04,41.24,45.35,47.52
  └─ Profit for EPS,17.32,19.04,27.60,29.49,38.35,30.38,30.95,30.49,38.72,42.04,41.24,45.35,47.52
  └─ YOY Profit Growth %,,73.09%,70.37%,38.78%,121.42%,59.56%,12.14%,3.39%,0.96%,38.38%,33.25%,48.74%,22.73%
EPS in Rs,2.64,2.91,3.21,3.44,4.47,3.54,3.61,3.16,4.02,4.36,4.28,4.71,4.93
Raw PDF,,,,,,,,,,,,,
