Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,146,142,164,188,191,201,207,203,204,227,241,223,234
  └─ YOY Sales Growth %,4.78%,-17.30%,17.53%,36.40%,30.89%,42.02%,26.57%,8.07%,7.16%,12.82%,16.23%,9.58%,14.47%
Expenses,119,116,131,153,156,165,170,174,169,183,195,180,189
  └─ Material Cost %,51.82%,50.06%,47.03%,47.37%,40.93%,46.71%,44.39%,48.00%,45.86%,47.41%,48.13%,45.16%,44.69%
  └─ Employee Cost %,7.66%,9.08%,7.59%,9.24%,9.25%,9.34%,9.60%,10.21%,9.81%,9.78%,8.82%,9.97%,9.89%
Operating Profit,26,26,33,35,35,36,37,29,35,44,46,42,45
OPM %,18%,18%,20%,19%,18%,18%,18%,14%,17%,19%,19%,19%,19%
Other Income,1,1,1,1,2,1,2,4,2,1,5,1,5
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.13,0.00
  └─ Other income normal,1.03,1.25,1.23,0.92,1.95,1.42,1.82,4.31,2.29,1.26,4.63,2.61,4.62
Interest,4,5,5,6,6,6,6,6,5,5,5,5,5
Depreciation,7,7,8,8,9,9,10,9,8,9,10,10,11
Profit before tax,16,16,22,22,21,23,24,18,24,30,36,29,34
Tax %,23%,25%,28%,31%,26%,30%,27%,31%,20%,24%,25%,28%,19%
Net Profit,12,12,16,15,16,16,17,13,19,23,27,21,27
  └─ Minority share,-0.07,-0.08,-0.16,-0.01,-0.23,0.00,-0.31,-0.03,-0.24,-0.09,-0.23,-0.18,-0.28
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.82,0.00
  └─ Profit excl Excep,12.50,11.66,15.61,15.35,15.76,15.86,17.11,12.53,18.82,22.91,27.42,22.08,27.38
  └─ Profit for PE,12.43,11.58,15.45,15.34,15.53,15.86,16.80,12.50,18.58,22.82,27.19,21.89,27.10
  └─ Profit for EPS,12.43,11.58,15.45,15.34,15.53,15.86,16.80,12.50,18.58,22.82,27.19,21.08,27.10
  └─ YOY Profit Growth %,-24.02%,-38.04%,67.03%,27.30%,24.94%,36.96%,8.74%,-18.51%,19.64%,43.88%,61.85%,75.14%,45.86%
EPS in Rs,4.64,4.32,5.76,5.72,5.79,5.91,5.91,4.40,6.54,8.02,9.56,7.41,9.53
Raw PDF,,,,,,,,,,,,,
