Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,29.35,26.31,24.88,25.55,20.08,18.68,20.02,23.03,20.02,20.96,20.14,21.06,21.58
  └─ YOY Sales Growth %,,-23.54%,-24.40%,-29.61%,-31.58%,-29.00%,-19.53%,-9.86%,-0.30%,12.21%,0.60%,-8.55%,7.79%
Expenses,16.68,12.97,9.19,10.13,10.48,13.71,7.77,8.19,16.60,7.04,11.35,10.72,9.01
  └─ Employee Cost %,6.92%,7.03%,6.83%,12.92%,13.05%,28.75%,15.63%,14.20%,17.93%,16.46%,21.05%,17.71%,21.36%
Operating Profit,12.67,13.34,15.69,15.42,9.60,4.97,12.25,14.84,3.42,13.92,8.79,10.34,12.57
OPM %,43.17%,50.70%,63.06%,60.35%,47.81%,26.61%,61.19%,64.44%,17.08%,66.41%,43.64%,49.10%,58.25%
Other Income,-7.34,1.67,102.60,-1.86,209.17,9.66,6.02,3.34,40.26,0.83,8.16,7.68,3.67
  └─ Exceptional items,-10.12,0.42,100.09,-14.74,202.30,0.00,0.00,0.00,32.12,-2.77,0.23,2.89,0.13
  └─ Other income normal,2.78,1.25,2.51,12.88,6.87,9.66,6.02,3.34,8.14,3.60,7.93,4.79,3.54
Interest,11.75,3.03,2.42,1.46,1.26,1.20,1.26,0.60,0.31,0.34,0.34,0.40,0.41
Depreciation,4.22,4.18,4.15,3.98,3.89,3.83,4.20,4.50,4.45,4.33,4.43,4.42,4.31
Profit before tax,-10.64,7.80,111.72,8.12,213.62,9.60,12.81,13.08,38.92,10.08,12.18,13.20,11.52
Tax %,25.19%,21.54%,29.73%,16.26%,25.57%,50.73%,48.56%,32.80%,16.42%,26.09%,27.75%,17.73%,14.41%
Net Profit,-13.32,6.12,78.51,6.80,159.00,4.73,6.59,8.79,32.53,7.45,8.80,10.86,9.86
  └─ Minority share,-0,-0,-0,0,0,0,0,-0,0,0,0,-0,0
  └─ Exceptional items AT,-6,-1,69,-11,151,0,0,0,27,-3,0,2,0
  └─ Profit excl Excep,-8,7,9,17,8,5,7,9,6,10,9,8,10
  └─ Profit for PE,-8,7,9,17,8,5,7,9,6,10,9,8,10
  └─ Profit for EPS,-14,6,78,7,159,5,7,9,33,7,9,11,10
  └─ YOY Profit Growth %,,-39%,56%,165%,207%,-32%,-28%,-50%,-29%,116%,30%,-3%,62%
EPS in Rs,,0.25,3.20,0.28,6.47,0.19,0.27,0.36,1.32,0.30,0.36,0.44,0.40
Raw PDF,,,,,,,,,,,,,
