Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,113.16,113.78,111.46,114.57,148.29,146.00,187.97,175.02,156.25,147.44,163.46,155.99,154.69
  └─ YOY Sales Growth %,-34.31%,-35.24%,-34.06%,-13.46%,31.04%,28.32%,68.64%,52.76%,5.37%,0.99%,-13.04%,-10.87%,-1.00%
Expenses,111.96,111.14,110.37,112.67,146.83,144.62,186.78,169.71,150.78,143.09,158.65,151.47,153.43
  └─ Employee Cost %,8.63%,9.50%,10.03%,9.73%,7.00%,7.93%,6.52%,7.01%,7.67%,8.78%,8.13%,9.36%,8.35%
Operating Profit,1.20,2.64,1.09,1.90,1.46,1.38,1.19,5.31,5.47,4.35,4.81,4.52,1.26
OPM %,1.06%,2.32%,0.98%,1.66%,0.98%,0.95%,0.63%,3.03%,3.50%,2.95%,2.94%,2.90%,0.81%
Other Income,0.19,0.64,1.04,1.28,0.80,1.21,1.29,0.63,1.12,1.46,0.19,0.85,1.24
  └─ Other income normal,0.19,0.64,1.04,1.28,0.80,1.21,1.29,0.63,1.12,1.46,0.19,0.85,1.24
Interest,0.65,0.61,0.71,0.81,1.82,0.80,0.95,0.94,1.24,0.99,0.99,0.97,1.01
Depreciation,0.68,0.69,0.87,0.99,1.15,0.89,0.94,1.06,1.12,0.89,0.96,1.01,1.06
Profit before tax,0.06,1.98,0.55,1.38,-0.71,0.90,0.59,3.94,4.23,3.93,3.05,3.39,0.43
Tax %,1583.33%,33.33%,136.36%,42.03%,-5.63%,74.44%,138.98%,24.11%,-37.59%,25.45%,22.95%,32.45%,32.56%
Net Profit,-0.89,1.33,-0.20,0.80,-0.67,0.24,-0.22,3.00,5.81,2.93,2.36,2.29,0.29
  └─ Minority share,0,-0,-0,-0,0,0,0,-0,-0,-0,-0,-0,0
  └─ Profit excl Excep,-1,1,-0,1,-1,0,-0,3,6,3,2,2,0
  └─ Profit for PE,-1,1,-0,1,-1,0,-0,3,6,3,2,2,0
  └─ Profit for EPS,-1,1,-0,1,-1,0,-0,3,6,3,2,2,0
  └─ YOY Profit Growth %,-146%,-64%,-113%,7%,26%,-82%,73%,279%,1021%,1112%,3900%,-24%,-94%
EPS in Rs,-0.53,0.82,-0.14,0.48,-0.39,0.15,-0.04,1.84,3.60,1.80,1.41,1.40,0.22
Raw PDF,,,,,,,,,,,,,
