Metric,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023
Sales,314,196,327,339,310,280,371,385,361,383,457,426,387
  └─ YOY Sales Growth %,2.49%,-40.86%,-15.80%,-5.96%,-1.47%,42.85%,13.43%,13.51%,16.77%,36.82%,23.40%,10.78%,6.96%
Expenses,300,188,303,322,296,269,346,367,357,385,435,403,368
  └─ Material Cost %,73%,72%,70%,72%,74%,76%,72%,74%,76%,77%,72%,71%,69%
  └─ Employee Cost %,5%,6%,4%,4%,4%,4%,4%,4%,4%,4%,4%,5%,5%
Operating Profit,14,8,23,18,14,11,24,18,5,-2,22,23,19
OPM %,4%,4%,7%,5%,4%,4%,7%,5%,1%,-1%,5%,5%,5%
Other Income,2,2,2,2,3,1,8,-12,2,2,3,2,1
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.01,0.08,0.00,0.00,0.00,0.00
  └─ Other income normal,2.23,1.91,1.88,2.11,2.93,1.47,8.20,2.25,1.80,1.99,2.64,1.72,1.42
Interest,2,2,2,1,1,2,2,2,2,2,2,2,1
Depreciation,15,16,13,13,13,13,13,13,14,14,18,15,15
Profit before tax,-1,-8,11,5,2,-2,17,-8,-9,-16,5,8,4
Tax %,-2075%,-21%,23%,15%,-210%,-27%,15%,-15%,-68%,-28%,18%,38%,-495%
Net Profit,20,-6,8,5,7,-2,15,-7,-3,-11,4,5,22
  └─ Exceptional items AT,0,0,0,0,0,0,0,-14,0,0,0,0,0
  └─ Profit excl Excep,20,-6,8,5,7,-2,15,7,-3,-11,4,5,22
  └─ Profit for PE,20,-6,8,5,7,-2,15,7,-3,-11,4,5,22
  └─ Profit for EPS,20,-6,8,5,7,-2,15,-7,-3,-11,4,5,22
  └─ YOY Profit Growth %,44%,-162%,-30%,-18%,-64%,73%,74%,49%,-142%,-616%,-71%,-22%,813%
EPS in Rs,8.43,-2.54,3.60,1.94,3.04,-0.68,6.26,-3.09,-1.26,-4.86,1.81,2.24,9.21
Raw PDF,,,,,,,,,,,,,
