Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2440,2320,2279,2240,2427,2293,2135,2110,2273,2369,2372,2393,2612
  └─ YOY Sales Growth %,18.41%,4.71%,2.24%,-0.29%,-0.55%,-1.19%,-6.35%,-5.82%,-6.35%,3.33%,11.11%,13.42%,14.93%
Expenses,2060,1950,1934,1913,2066,1933,1804,1811,1937,2032,2016,2058,2210
  └─ Material Cost %,53%,52%,55%,52%,53%,51%,52%,52%,52%,51%,51%,49%,51%
  └─ Employee Cost %,11%,11%,10%,11%,11%,12%,11%,11%,11%,13%,11%,12%,11%
Operating Profit,381,370,345,327,361,360,331,299,335,337,356,335,402
OPM %,16%,16%,15%,15%,15%,16%,15%,14%,15%,14%,15%,14%,15%
Other Income,75,108,209,18,52,32,27,40,37,23,20,28,31
  └─ Exceptional items,58.86,88.09,188.68,-8.11,0.28,0.44,0.53,5.96,0.40,0.52,0.77,3.51,1.31
  └─ Other income normal,16.25,19.54,20.02,26.50,51.71,31.25,26.14,33.58,36.62,22.79,19.38,24.79,29.40
Interest,24,22,31,30,22,21,17,18,13,2,4,9,9
Depreciation,83,83,78,78,86,84,80,81,86,87,89,96,94
Profit before tax,349,372,445,237,304,287,260,240,273,271,283,259,329
Tax %,20%,19%,16%,29%,24%,24%,25%,23%,25%,25%,24%,21%,24%
Net Profit,279,302,375,169,230,217,195,185,206,204,214,204,249
  └─ Exceptional items AT,59,88,189,-8,0,0,1,6,0,1,1,4,1
  └─ Profit excl Excep,220,214,187,177,230,216,195,179,206,203,213,201,248
  └─ Profit for PE,220,214,187,177,230,216,195,179,206,203,213,201,248
  └─ Profit for EPS,279,302,375,169,230,217,195,185,206,204,214,204,249
  └─ YOY Profit Growth %,34%,16%,11%,21%,5%,1%,4%,1%,-11%,-6%,9%,12%,20%
EPS in Rs,7.36,7.95,9.90,4.45,6.08,5.72,5.15,4.88,5.44,5.37,5.64,5.39,6.57
Raw PDF,,,,,,,,,,,,,
