Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,663,346,340,335,409,369,408,394,454,486,580,577,735
  └─ YOY Sales Growth %,27%,-16%,0%,-22%,-38%,7%,20%,18%,11%,32%,42%,46%,62%
Expenses,648,340,332,326,401,362,400,384,443,469,555,549,698
  └─ Material Cost %,94%,93%,92%,91%,92%,93%,93%,92%,92%,91%,92%,91%,91%
  └─ Employee Cost %,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
Operating Profit,15,6,8,8,8,7,8,11,11,16,25,29,36
OPM %,2%,2%,2%,2%,2%,2%,2%,3%,2%,3%,4%,5%,5%
Other Income,1,43,0,0,1,1,3,1,2,3,1,1,1
  └─ Other income normal,0.63,42.98,0.24,0.46,1.49,0.53,2.55,0.90,1.66,2.98,0.65,0.55,0.54
Interest,5,3,3,4,3,3,4,5,5,7,9,10,10
Depreciation,2,1,1,2,2,2,2,2,2,2,2,2,2
Profit before tax,8,44,3,4,5,2,5,5,6,10,15,18,24
Tax %,30%,14%,23%,22%,49%,27%,23%,26%,24%,25%,26%,28%,25%
Net Profit,6,38,3,3,2,2,4,4,5,8,11,13,18
  └─ Profit excl Excep,6,38,3,3,2,2,4,4,5,8,11,13,18
  └─ Profit for PE,6,38,3,3,2,2,4,4,5,8,11,13,18
  └─ Profit for EPS,6,38,3,3,2,2,4,4,5,8,11,13,18
  └─ YOY Profit Growth %,174%,6131%,214%,-6%,-58%,-95%,49%,45%,88%,338%,202%,222%,304%
EPS in Rs,1.81,11.88,0.78,0.86,0.76,0.54,1.17,1.25,1.43,2.37,3.52,4.01,5.78
Raw PDF,,,,,,,,,,,,,
