Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,56,55,47,44,45,50,38,38,50,54,58,41,63
  └─ YOY Sales Growth %,14.56%,4.68%,-23.59%,-20.41%,-18.73%,-9.49%,-19.08%,-14.87%,10.25%,7.66%,52.76%,9.36%,25.72%
Expenses,41,43,37,35,34,33,29,27,40,41,47,32,50
  └─ Material Cost %,50%,56%,55%,54%,49%,42%,44%,46%,54%,51%,57%,50%,52%
  └─ Employee Cost %,6%,5%,6%,6%,7%,8%,8%,9%,8%,6%,7%,7%,12%
Operating Profit,15,12,10,9,12,16,9,10,10,12,10,9,13
OPM %,28%,22%,22%,21%,25%,33%,24%,27%,20%,23%,18%,21%,20%
Other Income,2,3,3,3,3,3,4,4,4,3,13,4,5
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.35,0.00,0.80
  └─ Other income normal,2.39,2.98,2.69,2.74,3.36,3.25,4.35,4.24,3.75,3.02,3.57,4.33,4.52
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,1,1,1,1,1,0,1,1,1,1,1,1,1
Profit before tax,17,14,12,11,14,19,13,14,13,14,23,12,17
Tax %,26%,27%,27%,27%,20%,27%,29%,34%,20%,29%,28%,24%,17%
Net Profit,13,10,9,8,11,14,9,9,10,10,16,9,15
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.73,0.00,0.62
  └─ Profit excl Excep,12.65,10.38,8.93,8.23,11.44,14.01,9.18,9.07,10.24,10.20,9.53,9.27,13.91
  └─ Profit for PE,12.65,10.38,8.93,8.23,11.44,14.01,9.18,9.07,10.24,10.20,9.53,9.27,13.91
  └─ Profit for EPS,12.65,10.38,8.93,8.23,11.44,14.01,9.18,9.07,10.24,10.20,16.26,9.27,14.53
  └─ YOY Profit Growth %,20.36%,-11.51%,-22.28%,-39.93%,-9.57%,34.97%,2.80%,10.21%,-10.49%,-27.19%,3.81%,2.21%,35.84%
EPS in Rs,3.94,3.23,2.78,2.56,3.56,4.37,2.86,2.83,3.19,3.18,5.07,2.89,4.53
Raw PDF,,,,,,,,,,,,,
