Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,382,343,290,413,284,213,240,242,346,292,233,255,301
  └─ YOY Sales Growth %,2.62%,-14.29%,-1.03%,13.07%,-25.75%,-38.01%,-17.21%,-41.28%,21.72%,37.46%,-3.03%,5.06%,-12.92%
Expenses,188,208,195,267,197,141,166,162,257,214,171,200,257
  └─ Material Cost %,-6.55%,8.70%,6.46%,11.38%,-2.79%,-8.48%,5.69%,-6.52%,3.57%,8.82%,0.06%,-0.37%,13.05%
  └─ Employee Cost %,6.37%,5.93%,6.61%,4.42%,5.17%,6.92%,5.34%,5.74%,5.67%,6.41%,7.23%,6.80%,7.08%
Operating Profit,194,135,95,145,87,71,75,80,88,78,63,54,44
OPM %,51%,39%,33%,35%,31%,33%,31%,33%,26%,27%,27%,21%,15%
Other Income,8,11,11,9,12,10,-29,9,8,8,6,7,5
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,-40.18,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,8.33,10.93,11.19,9.24,11.96,9.70,10.92,8.85,7.81,8.23,6.38,6.95,5.39
Interest,3,3,2,2,2,2,3,3,0,5,6,4,10
Depreciation,17,18,18,18,18,19,19,20,21,23,24,24,23
Profit before tax,182,125,87,135,80,61,23,66,75,58,40,33,16
Tax %,25%,25%,24%,25%,28%,26%,31%,27%,28%,31%,27%,28%,23%
Net Profit,137,94,66,102,58,45,16,48,54,40,29,24,12
  └─ Minority share,0,0,0,0,0,0,0,0,-0,0,0,-0,1
  └─ Exceptional items AT,0,0,0,0,0,0,-33,0,0,0,0,0,0
  └─ Profit excl Excep,137,94,66,102,58,45,49,48,54,40,29,24,12
  └─ Profit for PE,137,94,66,102,58,45,49,48,54,40,29,24,13
  └─ Profit for EPS,137,94,66,102,58,45,16,48,54,40,29,24,13
  └─ YOY Profit Growth %,67%,11%,4%,4%,-58%,-52%,-26%,-53%,-7%,-10%,-41%,-51%,-75%
EPS in Rs,11.09,7.63,5.36,8.23,4.67,3.64,1.28,3.89,4.34,3.26,2.36,1.91,1.09
Raw PDF,,,,,,,,,,,,,
