Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,70.80,61.68,65.82,79.07,85.15,54.46,54.84,74.05,82.76,50.24,56.79,63.23,75.00
  └─ YOY Sales Growth %,,12.82%,2.14%,13.62%,20.27%,-11.71%,-16.68%,-6.35%,-2.81%,-7.75%,3.56%,-14.61%,-9.38%
Expenses,70.69,57.67,60.91,72.91,77.88,50.57,51.38,69.41,77.95,46.92,53.09,59.26,76.52
  └─ Material Cost %,66%,50%,57%,57%,55%,51%,53%,57%,60%,52%,56%,56%,65%
  └─ Employee Cost %,9%,12%,12%,10%,10%,15%,16%,11%,10%,17%,16%,16%,14%
Operating Profit,0.11,4.01,4.91,6.16,7.27,3.89,3.46,4.64,4.81,3.32,3.70,3.97,-1.52
OPM %,0.16%,6.50%,7.46%,7.79%,8.54%,7.14%,6.31%,6.27%,5.81%,6.61%,6.52%,6.28%,-2.03%
Other Income,0.17,0.52,0.13,0.10,0.15,0.13,0.14,0.15,0.14,0.11,0.12,0.12,0.54
  └─ Other income normal,0.17,0.52,0.13,0.10,0.15,0.13,0.14,0.15,0.14,0.11,0.12,0.12,0.54
Interest,1.09,1.22,0.65,0.41,0.43,0.61,0.83,0.73,0.76,0.79,0.99,1.18,0.98
Depreciation,1.21,1.12,1.15,1.17,1.18,1.19,1.24,1.36,1.43,1.38,1.38,1.45,1.69
Profit before tax,-2.02,2.19,3.24,4.68,5.81,2.22,1.53,2.70,2.76,1.26,1.45,1.46,-3.65
Tax %,23.76%,1.83%,-5.56%,12.82%,27.71%,27.93%,21.57%,26.30%,31.52%,30.95%,30.34%,32.19%,-26.85%
Net Profit,-2.49,2.16,3.43,4.07,4.20,1.59,1.19,1.99,1.89,0.87,1.01,0.99,-2.67
  └─ Profit excl Excep,-2,2,3,4,4,2,1,2,2,1,1,1,-3
  └─ Profit for PE,-2,2,3,4,4,2,1,2,2,1,1,1,-3
  └─ Profit for EPS,-2,2,3,4,4,2,1,2,2,1,1,1,-3
  └─ YOY Profit Growth %,,157%,297%,225%,269%,-26%,-65%,-51%,-55%,-45%,-15%,-50%,-241%
EPS in Rs,-0.09,0.07,0.11,0.13,0.13,0.05,0.04,0.06,0.06,0.03,0.03,0.03,-0.08
Raw PDF,,,,,,,,,,,,,
