Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,92,92,91,89,97,97,98,96,103,112,125,134,142
  └─ YOY Sales Growth %,0.61%,-4.78%,-8.63%,-8.80%,5.43%,5.85%,8.13%,8.11%,6.48%,15.36%,27.65%,39.58%,37.40%
Expenses,81,79,80,78,79,81,79,82,84,89,94,105,114
  └─ Employee Cost %,77%,75%,74%,73%,70%,71%,68%,71%,68%,63%,60%,64%,64%
Operating Profit,11,12,11,11,17,16,19,14,19,23,31,30,28
OPM %,12%,13%,12%,12%,18%,16%,19%,15%,19%,21%,25%,22%,20%
Other Income,5,3,4,5,3,3,4,3,3,12,4,4,5
  └─ Exceptional items,0.00,0.00,0.00,0.00,-0.61,0.00,0.00,0.00,-1.26,0.00,0.00,0.00,0.00
  └─ Other income normal,4.87,2.77,4.29,5.01,3.16,3.07,4.30,3.31,4.00,12.39,4.21,3.50,5.25
Interest,2,1,1,1,1,1,1,1,0,0,0,0,0
Depreciation,8,8,8,8,7,7,7,7,7,6,6,6,6
Profit before tax,6,6,6,7,12,11,16,10,15,29,29,27,27
Tax %,21%,41%,33%,19%,22%,32%,21%,32%,30%,19%,21%,29%,22%
Net Profit,5,3,4,6,9,8,13,7,10,23,23,19,21
  └─ Exceptional items AT,0,0,0,0,-0,0,0,0,-1,0,0,0,0
  └─ Profit excl Excep,5,3,4,6,10,8,13,7,11,23,23,19,21
  └─ Profit for PE,5,3,4,6,10,8,13,7,11,23,23,19,21
  └─ Profit for EPS,5,3,4,6,9,8,13,7,10,23,23,19,21
  └─ YOY Profit Growth %,-70%,-70%,-59%,-41%,105%,124%,201%,27%,17%,201%,79%,173%,89%
EPS in Rs,0.49,0.36,0.43,0.57,0.95,0.79,1.30,0.72,1.08,2.40,2.33,1.99,2.21
Raw PDF,,,,,,,,,,,,,
