Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,391,111,38,76,437,111,37,100,471,103,49,99,548
  └─ YOY Sales Growth %,14.21%,3.52%,-19.57%,16.97%,11.95%,-0.39%,-1.50%,31.24%,7.83%,-7.27%,31.78%,-1.20%,16.21%
Expenses,244,98,88,117,251,102,95,119,268,112,110,131,302
  └─ Material Cost %,37.63%,31.18%,51.84%,45.16%,31.42%,27.51%,46.89%,29.75%,32.07%,32.89%,52.71%,27.36%,31.00%
  └─ Employee Cost %,10.69%,30.03%,95.98%,50.27%,9.63%,34.81%,110.71%,43.66%,10.76%,42.27%,95.60%,51.60%,9.44%
Operating Profit,147,14,-50,-40,186,8,-57,-19,203,-9,-60,-32,246
OPM %,38%,12%,-131%,-53%,43%,8%,-153%,-19%,43%,-9%,-122%,-32%,45%
Other Income,8,3,1,5,1,3,2,2,6,4,2,6,1
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.72,-1.54
  └─ Other income normal,8.07,2.79,1.41,4.86,0.81,2.96,2.19,1.55,6.34,4.14,2.44,7.39,2.33
Interest,7,3,3,4,5,3,2,3,5,3,3,4,5
Depreciation,14,11,12,11,12,10,10,10,12,11,11,11,13
Profit before tax,134,3,-63,-51,170,-2,-68,-31,193,-18,-71,-40,229
Tax %,24%,60%,-34%,-28%,24%,83%,-22%,-18%,27%,-23%,-24%,-29%,26%
Net Profit,102,1,-42,-36,128,-3,-53,-26,142,-14,-54,-29,170
  └─ Minority share,1,2,1,1,1,1,1,1,0,1,1,1,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-2,-1
  └─ Profit excl Excep,102,1,-42,-36,128,-3,-53,-26,142,-14,-54,-27,171
  └─ Profit for PE,103,3,-40,-35,129,-2,-52,-25,142,-13,-53,-26,171
  └─ Profit for EPS,103,3,-40,-35,129,-2,-52,-25,142,-13,-53,-28,170
  └─ YOY Profit Growth %,-20%,-62%,-29%,-33%,26%,-179%,-28%,29%,10%,-545%,-2%,-7%,20%
EPS in Rs,29.29,0.74,-11.45,-9.91,36.69,-0.58,-14.67,-6.99,40.26,-3.77,-14.96,-7.89,48.14
Raw PDF,,,,,,,,,,,,,
