Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,312,272,279,258,285,289,302,279,329,310,325,328,372
  └─ YOY Sales Growth %,22.75%,15.21%,8.34%,2.92%,-8.91%,6.35%,8.07%,7.78%,15.70%,7.18%,7.86%,17.74%,12.96%
Expenses,248,227,233,223,237,247,250,234,269,259,272,267,305
  └─ Material Cost %,39.45%,38.37%,38.54%,38.82%,37.33%,39.27%,36.56%,35.52%,39.52%,38.17%,38.11%,36.91%,43.37%
  └─ Employee Cost %,13.14%,15.62%,15.84%,17.19%,13.88%,15.68%,15.97%,17.50%,14.97%,15.89%,15.93%,16.43%,13.93%
Operating Profit,64,45,46,36,47,42,52,45,60,51,54,60,67
OPM %,21%,17%,16%,14%,17%,15%,17%,16%,18%,17%,16%,18%,18%
Other Income,-5,-1,5,192,12,5,10,2,-45,9,14,-3,7
  └─ Exceptional items,-7.60,-5.36,0.00,182.28,10.51,0.00,0.00,-4.27,-47.62,0.00,0.00,-7.03,0.00
  └─ Other income normal,2.41,4.60,5.08,9.29,1.22,5.07,10.38,6.26,2.93,9.41,14.31,3.64,7.01
Interest,7,6,6,6,4,3,3,3,2,3,2,2,2
Depreciation,10,11,11,11,11,11,12,12,12,13,13,14,16
Profit before tax,41,28,34,211,44,33,48,32,1,45,52,41,56
Tax %,15%,31%,27%,21%,28%,23%,25%,31%,284%,27%,21%,29%,25%
Net Profit,35,19,25,166,32,26,36,22,-1,33,41,29,42
  └─ Minority share,-0.40,-0.44,-0.57,-0.52,-0.55,-0.69,-0.68,-0.77,-0.74,-0.72,-0.78,-0.70,-0.68
  └─ Exceptional items AT,-5.63,-3.68,0.00,143.78,7.59,0.00,0.00,-2.94,-45.55,0.00,0.00,-3.87,0.00
  └─ Profit excl Excep,40.60,22.67,24.63,22.34,24.18,25.62,35.94,25.04,44.21,32.81,41.41,33.19,42.09
  └─ Profit for PE,40.14,22.14,24.06,22.27,23.76,24.93,35.26,24.17,43.47,32.09,40.63,32.40,41.41
  └─ Profit for EPS,34.57,18.55,24.06,165.60,31.22,24.93,35.26,21.33,-2.08,32.09,40.63,28.62,41.41
  └─ YOY Profit Growth %,73.00%,-7.50%,91.56%,-2.79%,-40.80%,12.58%,46.55%,8.52%,82.94%,28.72%,15.23%,34.05%,-4.74%
EPS in Rs,3.57,1.91,2.48,17.09,3.22,2.57,3.64,2.20,-0.21,3.31,4.19,2.95,4.27
Raw PDF,,,,,,,,,,,,,
