Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,72.55,68.89,66.60,81.91,76.20,73.01,70.41,89.31,86.74,78.77,79.19,113.03,113.17
  └─ YOY Sales Growth %,83.53%,13.96%,14.71%,12.99%,5.03%,5.98%,5.72%,9.03%,13.83%,7.89%,12.47%,26.56%,30.47%
Expenses,50.73,50.80,51.14,57.18,58.42,56.36,58.96,64.25,66.81,59.13,65.99,83.09,87.60
  └─ Material Cost %,9.52%,10.09%,9.94%,10.24%,9.44%,9.83%,10.23%,10.13%,9.07%,9.32%,9.24%,8.91%,8.83%
  └─ Employee Cost %,21.63%,24.79%,26.82%,22.24%,25.56%,28.34%,29.78%,23.87%,23.88%,27.89%,31.34%,24.99%,24.98%
Operating Profit,21.82,18.09,15.46,24.73,17.78,16.65,11.45,25.06,19.93,19.64,13.20,29.94,25.57
OPM %,30.08%,26.26%,23.21%,30.19%,23.33%,22.81%,16.26%,28.06%,22.98%,24.93%,16.67%,26.49%,22.59%
Other Income,3.99,4.83,3.47,4.70,6.09,4.65,7.91,5.55,5.59,4.03,7.59,4.91,7.93
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17
  └─ Other income normal,3.99,4.83,3.47,4.70,6.09,4.65,7.91,5.55,5.59,4.03,7.59,4.91,5.76
Interest,4.77,4.62,4.52,4.66,4.45,4.28,4.28,3.99,4.03,3.94,8.55,13.24,13.09
Depreciation,4.83,4.76,4.89,4.99,5.23,5.31,5.26,5.09,5.06,5.13,7.81,11.26,11.41
Profit before tax,16.21,13.54,9.52,19.78,14.19,11.71,9.82,21.53,16.43,14.60,4.43,10.35,9.00
Tax %,25.72%,24.74%,21.64%,26.59%,-6.98%,27.16%,30.55%,24.06%,30.37%,26.16%,18.96%,25.60%,27.89%
Net Profit,13.12,10.73,7.67,15.73,16.70,8.72,7.52,18.11,13.15,11.20,4.30,9.62,8.21
  └─ Profit from Associates,1.09,0.53,0.20,1.22,1.51,0.19,0.70,1.77,1.71,0.41,0.70,1.93,1.73
  └─ Minority share,-0.44,-1.04,-0.85,-0.38,-0.07,0.08,-0.02,-0.31,-0.01,-0.26,-0.02,-0.60,-0.27
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03
  └─ Profit excl Excep,13.12,10.73,7.67,15.73,16.70,8.72,7.52,18.11,13.15,11.20,4.30,9.62,7.18
  └─ Profit for PE,12.68,9.69,6.82,15.35,16.63,8.80,7.50,17.80,13.14,10.94,4.28,9.02,6.94
  └─ Profit for EPS,12.68,9.69,6.82,15.35,16.63,8.80,7.50,17.80,13.14,10.94,4.28,9.02,7.94
  └─ YOY Profit Growth %,115.28%,-12.23%,-22.85%,6.15%,31.15%,-9.18%,9.97%,15.96%,-20.99%,24.32%,-42.93%,-49.33%,-47.15%
EPS in Rs,4.62,3.53,2.49,5.60,6.06,3.21,2.73,6.49,4.79,3.99,1.56,3.29,2.90
Raw PDF,,,,,,,,,,,,,
