Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1384,1543,1305,1391,1660,1632,1505,1454,1749,1764,1948,1873,2116
  └─ YOY Sales Growth %,17.08%,29.54%,6.25%,14.00%,19.96%,5.73%,15.31%,4.49%,5.38%,8.08%,29.50%,28.82%,20.97%
Expenses,1196,1277,1103,1133,1357,1307,1207,1199,1437,1437,1567,1541,1741
  └─ Material Cost %,61%,62%,59%,58%,58%,58%,55%,55%,58%,58%,57%,57%,59%
  └─ Employee Cost %,7%,6%,8%,8%,8%,8%,9%,9%,8%,8%,8%,9%,8%
Operating Profit,188,266,201,258,303,325,298,255,312,327,382,331,376
OPM %,14%,17%,15%,19%,18%,20%,20%,18%,18%,19%,20%,18%,18%
Other Income,11,7,8,-24,23,18,19,11,36,39,13,-13,4
  └─ Exceptional items,0.00,0.00,0.00,-30.89,15.60,7.82,7.87,0.00,21.32,4.74,0.00,-23.01,-9.44
  └─ Other income normal,10.87,6.78,7.84,7.02,7.51,10.16,11.51,10.61,15.12,34.70,12.55,9.97,12.94
Interest,64,76,74,82,97,101,118,133,131,139,136,128,120
Depreciation,26,27,30,31,31,30,33,37,39,40,42,43,49
Profit before tax,109,170,105,122,198,211,166,95,179,187,216,148,210
Tax %,27%,26%,26%,26%,26%,26%,25%,28%,29%,26%,26%,26%,26%
Net Profit,79,126,78,89,147,156,125,68,127,139,159,109,155
  └─ Minority share,0,0,0,0,2,3,3,3,4,3,3,2,3
  └─ Exceptional items AT,0,0,0,-22,12,6,6,0,15,5,0,-17,-7
  └─ Profit excl Excep,79,126,78,111,135,151,119,68,111,134,159,126,162
  └─ Profit for PE,79,126,78,112,137,153,122,71,116,137,162,128,166
  └─ Profit for EPS,79,126,78,90,149,159,128,71,131,142,162,111,159
  └─ YOY Profit Growth %,14%,54%,-7%,27%,74%,22%,56%,-36%,-15%,-11%,34%,80%,43%
EPS in Rs,5.45,8.67,5.38,6.20,10.25,10.98,8.79,4.91,9.03,9.77,11.18,7.66,10.91
Raw PDF,,,,,,,,,,,,,
