Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,697,491,472,500,602,524,519,606,701,725,758,892,938
  └─ YOY Sales Growth %,70.47%,23.55%,12.55%,-11.26%,-13.65%,6.62%,9.91%,21.21%,16.44%,38.52%,46.26%,47.21%,33.78%
Expenses,495,377,373,424,492,423,411,459,522,519,512,585,617
  └─ Material Cost %,40.70%,41.27%,42.82%,45.92%,50.01%,43.99%,43.19%,43.41%,45.81%,42.42%,41.26%,41.21%,41.38%
  └─ Employee Cost %,10.46%,16.12%,12.90%,14.90%,11.84%,14.93%,14.84%,11.76%,10.03%,10.69%,9.63%,8.48%,8.64%
Operating Profit,202,114,98,76,110,100,107,147,179,207,246,308,321
OPM %,29%,23%,21%,15%,18%,19%,21%,24%,26%,29%,32%,34%,34%
Other Income,4,8,23,64,13,10,11,10,12,14,18,-5,31
  └─ Exceptional items,0.00,0.00,0.00,52.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.47,13.72
  └─ Other income normal,4.00,8.30,23.11,11.92,12.52,10.26,11.16,10.48,11.83,13.91,18.21,15.58,17.59
Interest,14,19,20,18,17,16,14,20,28,30,30,28,29
Depreciation,8,21,24,25,26,27,28,30,35,35,37,36,41
Profit before tax,184,82,77,97,79,68,77,108,127,155,198,238,282
Tax %,26%,25%,22%,20%,11%,25%,23%,23%,25%,24%,25%,22%,25%
Net Profit,136,62,61,78,70,51,59,84,95,117,148,185,213
  └─ Profit from Associates,-0,0,0,0,-0,0,0,0,-0,-0,0,0,0
  └─ Exceptional items AT,0,0,0,42,0,0,0,0,0,0,0,-16,10
  └─ Profit excl Excep,136,62,61,36,70,51,59,84,95,117,148,201,202
  └─ Profit for PE,136,62,61,36,70,51,59,84,95,117,148,201,202
  └─ Profit for EPS,136,62,61,78,70,51,59,84,95,117,148,185,213
  └─ YOY Profit Growth %,81%,-17%,5%,-66%,-48%,-17%,-3%,131%,35%,129%,152%,141%,113%
EPS in Rs,27.50,12.41,12.22,15.74,14.19,10.32,11.86,16.86,19.15,23.62,28.96,36.18,41.48
Raw PDF,,,,,,,,,,,,,
