Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,730,894,961,704,877,1053,1202,1023,1229,1228,1313,1170,1314
  └─ YOY Sales Growth %,-18.54%,5.07%,11.65%,-1.82%,20.20%,17.74%,25.12%,45.25%,40.08%,16.63%,9.24%,14.44%,6.88%
Expenses,667,811,883,639,796,954,1105,931,1112,1116,1192,1074,1179
  └─ Material Cost %,49%,51%,55%,43%,47%,52%,56%,50%,53%,54%,55%,49%,51%
  └─ Employee Cost %,20%,18%,17%,24%,21%,18%,18%,21%,18%,18%,18%,21%,19%
Operating Profit,63,83,77,65,81,98,97,91,117,112,121,96,134
OPM %,9%,9%,8%,9%,9%,9%,8%,9%,10%,9%,9%,8%,10%
Other Income,23,7,7,3,14,15,9,6,8,11,8,7,10
  └─ Exceptional items,17.76,-0.02,-0.05,0.11,-0.63,5.57,-4.17,0.00,3.16,-0.32,0.02,-0.40,-0.53
  └─ Other income normal,5.64,7.43,7.33,2.77,14.83,9.58,12.72,5.93,5.32,11.30,8.15,7.50,10.19
Interest,16,20,24,17,22,23,25,24,27,27,27,22,26
Depreciation,14,14,16,16,19,17,18,19,21,20,22,22,23
Profit before tax,56,58,46,35,54,73,63,54,78,76,79,59,95
Tax %,5%,18%,14%,2%,10%,15%,11%,10%,16%,14%,9%,12%,15%
Net Profit,53,47,39,34,49,62,56,48,65,66,72,52,81
  └─ Minority share,-1,1,1,2,2,3,3,8,3,2,1,2,2
  └─ Exceptional items AT,16,-0,-0,0,-1,5,-4,0,3,-0,0,-0,-0
  └─ Profit excl Excep,37,47,39,34,50,57,59,48,62,66,72,52,81
  └─ Profit for PE,36,48,40,36,52,61,62,56,66,68,73,54,84
  └─ Profit for EPS,52,48,40,36,51,65,58,56,68,68,73,53,83
  └─ YOY Profit Growth %,35%,26%,70%,2%,44%,26%,56%,58%,27%,12%,18%,-5%,27%
EPS in Rs,11.99,11.10,9.16,8.20,11.78,14.99,12.75,12.25,14.86,14.76,15.95,11.56,18.04
Raw PDF,,,,,,,,,,,,,
