Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3361,3252,3276,3338,3412,3422,3536,3561,3710,3732,3902,4003,4243
  └─ YOY Sales Growth %,2.55%,-4.67%,-6.91%,-4.80%,1.51%,5.24%,7.92%,6.69%,8.73%,9.06%,10.34%,12.39%,14.36%
Expenses,2763,2665,2681,2737,2773,2804,2888,2883,3007,3030,3180,3252,3439
  └─ Employee Cost %,59%,59%,60%,59%,61%,59%,57%,56%,57%,57%,57%,56%,54%
Operating Profit,599,587,596,601,639,619,648,678,703,703,722,750,804
OPM %,18%,18%,18%,18%,19%,18%,18%,19%,19%,19%,18%,19%,19%
Other Income,43,50,49,54,64,74,59,63,60,81,75,27,108
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,0,-35,0
  └─ Other income normal,43,50,49,54,64,74,59,63,60,81,75,62,108
Interest,24,24,34,53,50,50,40,39,36,42,44,41,77
Depreciation,83,87,89,103,131,105,104,132,135,132,128,143,153
Profit before tax,534,526,522,499,522,537,563,569,591,610,625,593,681
Tax %,24%,25%,25%,25%,25%,25%,25%,25%,24%,28%,25%,25%,25%
Net Profit,405,396,392,374,393,405,423,428,446,442,469,442,510
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-26,0
  └─ Profit excl Excep,405,396,392,374,393,405,423,428,446,442,469,468,510
  └─ Profit for PE,405,396,392,374,393,405,423,428,446,442,469,468,510
  └─ Profit for EPS,405,396,392,374,393,405,423,428,446,442,469,442,510
  └─ YOY Profit Growth %,3%,-1%,-6%,-9%,-3%,2%,8%,15%,14%,9%,11%,9%,14%
EPS in Rs,21.51,21.01,20.78,19.79,20.81,21.39,22.37,22.56,23.49,23.22,24.65,23.21,26.71
Raw PDF,,,,,,,,,,,,,
