Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,2736,3094,3586,3914,4618,4427,4132,4534,6016,7147,7360,7268
  └─ Sales Growth %,24.00%,13.09%,15.89%,9.15%,17.98%,-4.12%,-6.66%,9.73%,32.67%,18.81%,2.98%,-1.25%
Expenses,2335,2680,3109,3394,3985,3881,3557,3717,5013,5844,6222,6369
  └─ Material Cost %,2%,6%,8%,8%,9%,9%,13%,13%,12%,14%,15%,11%
    └─ Raw material cost,29,188,285,327,404,407,516,588,684,989,1136,813
    └─ Change in inventory,17,1,-11,-20,14,-14,10,-18,12,-24,3,-27
  └─ Manufacturing Cost %,11%,10%,11%,11%,12%,12%,4%,4%,5%,5%,5%,0%
  └─ Employee Cost %,61%,59%,57%,56%,55%,56%,52%,50%,50%,49%,50%,56%
  └─ Other Cost %,11%,11%,11%,11%,10%,11%,17%,15%,16%,14%,14%,21%
Operating Profit,401,414,477,520,633,546,575,818,1003,1303,1138,899
OPM %,15%,13%,13%,13%,14%,12%,14%,18%,17%,18%,15%,12%
Other Income,122,112,79,147,131,158,140,112,35,-2,97,84
  └─ Exceptional items,-0,-6,-26,-5,-4,0,0,0,-44,-63,4,-93
  └─ Other income normal,122,119,106,152,134,158,140,112,78,61,92,177
Interest,6,16,17,20,33,49,43,39,100,116,93,61
Depreciation,71,89,95,105,111,188,194,192,257,267,267,278
Profit before tax,446,421,444,541,620,468,477,698,681,918,875,644
Tax %,25%,24%,24%,26%,23%,27%,24%,25%,24%,23%,26%,28%
Net Profit,351,320,340,403,477,341,364,522,514,703,648,463
  └─ Profit from Associates,15,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,2,5,4,2,1,1,0,0,0,-20,-33,-35
  └─ Exceptional items AT,-0,-5,-20,-4,-3,0,0,0,-31,-46,3,-54
  └─ Profit excl Excep,351,325,359,407,480,341,364,522,545,749,645,517
  └─ Profit for PE,353,330,364,409,481,342,364,522,545,728,613,478
  └─ Profit for EPS,353,326,344,405,478,342,364,522,514,683,616,428
  └─ Profit Growth %,33%,-7%,10%,12%,18%,-29%,6%,44%,4%,33%,-16%,-22%
EPS in Rs,31.43,28.94,30.54,36.00,42.33,31.14,33.06,47.35,46.52,61.57,55.45,38.51
Dividend Payout %,25%,24%,34%,36%,35%,48%,51%,51%,56%,49%,47%,42%
