Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,19.32,19.64,20.86,21.14,19.20,18.31,22.65
  └─ Sales Growth %,,1.66%,6.21%,1.34%,-9.18%,-4.64%,23.70%
Expenses,18.14,18.13,17.91,18.48,17.86,16.52,26.00
  └─ Manufacturing Cost %,1%,0%,1%,1%,1%,1%,0%
  └─ Employee Cost %,87%,87%,76%,78%,73%,76%,79%
  └─ Other Cost %,6%,5%,10%,9%,18%,13%,36%
Operating Profit,1.18,1.51,2.95,2.66,1.34,1.79,-3.35
OPM %,6.11%,7.69%,14.14%,12.58%,6.98%,9.78%,-14.79%
Other Income,0.47,0.62,0.46,0.58,0.71,0.32,0.09
  └─ Other income normal,0.47,0.62,0.46,0.58,0.71,0.32,0.09
Interest,0.63,0.49,0.43,0.59,0.58,0.43,0.72
Depreciation,0.17,0.17,0.33,0.43,0.58,0.50,0.62
Profit before tax,0.85,1.47,2.65,2.22,0.89,1.18,-4.60
Tax %,35.29%,29.93%,22.64%,15.32%,32.58%,24.58%,0.43%
Net Profit,0.55,1.03,2.06,1.87,0.61,0.89,-4.63
  └─ Minority share,0,0,-0,0,0,-0,-0
  └─ Profit excl Excep,1,1,2,2,1,1,-5
  └─ Profit for PE,1,1,2,2,1,1,-5
  └─ Profit for EPS,1,1,2,2,1,1,-5
  └─ Profit Growth %,,72%,95%,-6%,-67%,40%,-627%
EPS in Rs,610.00,1050.00,5.12,3.50,1.15,1.61,-8.47
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
