Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,660,791,912,1057,1203,1330,1581,2087,2017,2227,2461,2763
  └─ Sales Growth %,18.22%,19.97%,15.30%,15.84%,13.86%,10.55%,18.86%,32.01%,-3.38%,10.40%,10.54%,12.25%
Expenses,504,582,675,793,910,987,1145,1526,1527,1617,1764,1980
  └─ Material Cost %,21.10%,21.85%,21.60%,21.39%,21.80%,22.45%,25.12%,24.06%,22.17%,20.27%,19.56%,19.35%
    └─ Raw material cost,139,173,197,226,262,299,397,502,447,451,481,535
  └─ Manufacturing Cost %,16.28%,16.48%,16.36%,17.01%,15.95%,16.63%,16.23%,17.21%,18.65%,18.45%,17.97%,0.00%
  └─ Employee Cost %,20.37%,17.36%,16.76%,17.19%,17.40%,18.35%,17.40%,17.57%,18.67%,19.07%,19.60%,18.22%
  └─ Other Cost %,18.59%,17.80%,19.21%,19.42%,20.45%,16.75%,13.64%,14.27%,16.22%,14.84%,14.53%,34.11%
Operating Profit,156,210,238,264,294,344,436,561,490,609,698,782
OPM %,24%,26%,26%,25%,24%,26%,28%,27%,24%,27%,28%,28%
Other Income,12,20,27,31,46,55,51,52,42,69,91,71
  └─ Exceptional items,0,0,-0,1,0,0,-0,-1,1,-0,-2,-30
  └─ Other income normal,12,20,28,30,46,55,51,53,41,69,93,101
Interest,0,0,1,1,1,15,16,30,38,29,22,23
Depreciation,28,28,28,33,38,73,77,108,150,144,142,162
Profit before tax,140,201,237,261,301,310,394,475,344,505,625,669
Tax %,31%,34%,34%,34%,33%,27%,25%,26%,30%,28%,21%,24%
Net Profit,96,133,156,172,200,228,296,350,241,362,492,510
  └─ Minority share,-1,-1,-1,-1,-1,-2,-5,-5,-2,-5,-5,-5
  └─ Exceptional items AT,0,0,-0,1,0,0,-0,-0,1,-0,-2,-23
  └─ Profit excl Excep,96,133,156,171,200,227,297,351,241,362,494,533
  └─ Profit for PE,96,132,155,170,199,226,292,345,238,358,489,528
  └─ Profit for EPS,96,132,155,171,199,226,292,345,239,358,487,505
  └─ Profit Growth %,19%,38%,17%,10%,17%,13%,29%,18%,-31%,50%,37%,8%
EPS in Rs,8.75,7.99,9.31,10.24,11.95,13.55,17.49,20.69,14.33,21.42,29.14,30.13
Dividend Payout %,9%,15%,16%,22%,25%,44%,57%,29%,42%,0%,0%,81%
