Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,891,881,780,733,1853,4994,4674,5370,6288,6282,5967,6322
  └─ Sales Growth %,14.98%,-1.07%,-11.54%,-5.92%,152.61%,169.54%,-6.41%,14.89%,17.08%,-0.10%,-5.01%,5.95%
Expenses,867,876,747,700,1806,4666,4310,5112,6014,5855,5429,5765
  └─ Material Cost %,42.65%,42.35%,35.79%,33.04%,33.58%,30.15%,32.97%,32.70%,32.37%,28.64%,30.82%,35.22%
    └─ Raw material cost,313,371,276,256,564,1494,1550,1832,2171,1684,1803,2342
    └─ Change in inventory,67,2,3,-13,59,11,-9,-76,-136,116,36,-115
  └─ Manufacturing Cost %,24.28%,24.08%,27.31%,28.40%,20.53%,18.49%,13.23%,14.41%,14.55%,18.38%,15.37%,0.00%
  └─ Employee Cost %,21.63%,22.77%,24.61%,26.31%,33.89%,37.94%,39.06%,39.96%,42.65%,39.81%,38.20%,35.45%
  └─ Other Cost %,8.72%,10.15%,8.14%,7.70%,9.49%,6.84%,6.95%,8.14%,6.08%,6.38%,6.60%,20.53%
Operating Profit,24,6,32,33,47,328,364,258,273,426,538,557
OPM %,3%,1%,4%,5%,3%,7%,8%,5%,4%,7%,9%,9%
Other Income,38,7,13,19,-67,-178,-75,0,-25,-14,-68,-44
  └─ Exceptional items,32,2,10,14,-73,-185,-81,-6,-27,-29,-74,-63
  └─ Other income normal,6,5,4,5,6,7,6,6,2,15,6,19
Interest,26,27,26,25,45,132,98,74,111,141,145,158
Depreciation,18,8,7,8,15,92,96,99,107,114,113,116
Profit before tax,18,-22,13,19,-79,-73,96,86,29,156,212,239
Tax %,16%,55%,18%,22%,-1%,10%,19%,15%,20%,12%,3%,9%
Net Profit,15,-35,10,15,-79,-80,78,73,24,138,205,218
  └─ Exceptional items AT,28,2,7,10,-68,-176,-66,-5,-21,-27,-69,-57
  └─ Profit excl Excep,-13,-36,3,5,-11,96,144,78,45,165,274,275
  └─ Profit for PE,-13,-36,3,5,-11,96,144,78,45,165,274,275
  └─ Profit for EPS,15,-35,10,15,-79,-80,78,73,24,138,205,218
  └─ Profit Growth %,95%,-171%,109%,49%,-336%,960%,51%,-46%,-42%,269%,66%,0%
EPS in Rs,1.04,-2.43,0.73,1.05,-5.30,-5.38,4.80,4.43,1.41,8.19,12.09,12.25
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,8%,8%
