Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,131,2194,2876,3944,7305,11416,9926,11258,13293,16607,23767,27588
  └─ Sales Growth %,,1580.80%,31.08%,37.17%,85.21%,56.27%,-13.05%,13.41%,18.08%,24.94%,43.11%,16.08%
Expenses,29,267,893,1118,4528,7158,5976,7051,8775,10896,16701,19583
  └─ Manufacturing Cost %,1%,9%,28%,25%,47%,48%,47%,51%,53%,53%,58%,60%
  └─ Employee Cost %,12%,1%,2%,1%,8%,9%,9%,8%,7%,6%,4%,4%
  └─ Other Cost %,9%,2%,2%,2%,7%,6%,4%,4%,6%,7%,8%,7%
Operating Profit,101,1927,1983,2826,2778,4258,3950,4206,4518,5711,7067,8005
OPM %,78%,88%,69%,72%,38%,37%,40%,37%,34%,34%,30%,29%
Other Income,3,70,22,111,336,261,1115,1286,1583,611,-827,721
  └─ Exceptional items,0,0,0,12,-0,-5,0,-0,-0,140,-1502,56
  └─ Other income normal,3,70,22,99,336,265,1115,1286,1583,471,676,665
Interest,73,957,904,886,1391,2238,2117,2365,2781,2767,3259,3633
Depreciation,37,560,569,579,882,1174,1329,1427,1608,1776,1906,1978
Profit before tax,-5,480,532,1472,840,1107,1620,1700,1712,1780,1075,3115
Tax %,34%,23%,22%,22%,33%,36%,20%,27%,25%,33%,14%,23%
Net Profit,-7,368,416,1143,559,706,1290,1236,1281,1196,922,2393
  └─ Minority share,0,0,0,0,0,35,-66,-31,-24,-58,138,-110
  └─ Exceptional items AT,0,0,0,9,-0,-3,0,-0,-0,94,-1230,43
  └─ Profit excl Excep,-7,368,416,1134,559,709,1290,1236,1281,1101,2151,2350
  └─ Profit for PE,-7,368,416,1134,559,745,1224,1205,1256,1048,2290,2242
  └─ Profit for EPS,-7,368,416,1143,559,742,1224,1205,1256,1137,1060,2283
  └─ Profit Growth %,,5519%,13%,172%,-51%,33%,64%,-2%,4%,-17%,119%,-2%
EPS in Rs,-0.06,3.35,3.79,10.39,5.08,6.74,11.13,10.95,11.26,10.20,8.82,19.00
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%
