Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,108,133,144,141,176,197,185,203,220,253,418,661
  └─ Sales Growth %,37%,23%,8%,-2%,25%,12%,-6%,10%,8%,15%,65%,58%
Expenses,88,110,122,119,152,147,168,179,186,209,338,515
  └─ Material Cost %,30.07%,26.56%,36.75%,12.40%,6.59%,7.67%,9.33%,11.08%,13.72%,11.94%,8.51%,7.98%
    └─ Raw material cost,39,65,50,20,11,16,17,23,30,30,35,53
    └─ Change in inventory,-7,-30,3,-3,1,-1,1,-0,-0,0,0,-0
  └─ Manufacturing Cost %,7.96%,14.96%,0.61%,0.87%,43.12%,40.00%,57.25%,48.37%,19.36%,18.10%,30.12%,0.00%
  └─ Employee Cost %,27.18%,27.19%,21.41%,29.67%,23.37%,18.02%,15.92%,18.15%,37.82%,35.52%,29.94%,20.36%
  └─ Other Cost %,16.77%,14.01%,25.70%,41.90%,13.19%,8.82%,8.00%,10.56%,14.06%,16.99%,12.24%,49.55%
Operating Profit,19,23,22,21,24,50,18,24,33,44,80,146
OPM %,18%,17%,16%,15%,14%,25%,10%,12%,15%,17%,19%,22%
Other Income,1,1,3,5,3,2,2,4,10,15,22,28
  └─ Exceptional items,0.00,-0.09,1.20,1.93,0.05,-0.14,0.09,0.00,0.07,0.00,0.60,-1.16
  └─ Other income normal,0.78,1.28,1.82,2.65,2.74,1.79,1.46,3.54,10.06,15.45,21.69,28.88
Interest,8,12,16,17,18,17,13,11,10,5,5,6
Depreciation,2,3,4,4,4,4,3,3,4,5,8,11
Profit before tax,10,9,6,5,5,31,2,13,29,50,90,156
Tax %,32%,51%,10%,11%,31%,28%,18%,29%,-7%,30%,29%,15%
Net Profit,7,5,6,5,3,22,2,10,31,35,63,133
  └─ Minority share,-0,0,0,0,0,0,0,-0,0,0,0,0
  └─ Exceptional items AT,0,-0,0,2,0,-0,0,0,0,0,0,-1
  └─ Profit excl Excep,7,5,6,3,3,22,2,10,31,35,63,134
  └─ Profit for PE,7,5,6,3,3,22,2,9,31,35,63,134
  └─ Profit for EPS,7,5,6,5,3,22,2,9,31,35,63,133
  └─ Profit Growth %,4%,-33%,21%,-48%,20%,554%,-91%,366%,235%,14%,80%,114%
EPS in Rs,6.84,4.52,5.51,4.09,3.09,19.92,1.79,5.96,20.02,21.42,36.26,63.72
Dividend Payout %,0%,20%,21%,31%,73%,13%,126%,38%,10%,12%,10%,5%
