Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015
Sales,38.63,45.60,39.65,35.16,47.11,51.23,58.01,56.51,62.41
  └─ Sales Growth %,,18.04%,-13.05%,-11.32%,33.99%,8.75%,13.23%,-2.59%,10.44%
Expenses,27.50,31.40,29.31,25.73,33.55,39.42,46.57,45.28,50.93
  └─ Material Cost %,17.06%,16.60%,16.14%,14.36%,13.95%,14.72%,16.10%,15.31%,15.51%
    └─ Raw material cost,6.59,7.57,6.40,5.05,6.57,7.53,9.34,8.63,9.70
    └─ Change in inventory,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,-0.02
  └─ Manufacturing Cost %,17.16%,21.29%,23.76%,22.21%,16.26%,17.59%,23.46%,22.26%,20.32%
  └─ Employee Cost %,15.27%,15.22%,18.46%,21.05%,20.10%,23.89%,24.15%,26.24%,26.85%
  └─ Other Cost %,21.69%,15.75%,15.56%,15.56%,20.91%,20.75%,16.57%,16.32%,18.92%
Operating Profit,11.13,14.20,10.34,9.43,13.56,11.81,11.44,11.23,11.48
OPM %,28.81%,31.14%,26.08%,26.82%,28.78%,23.05%,19.72%,19.87%,18.39%
Other Income,0.03,0.19,-0.72,-0.28,0.54,3.03,0.40,0.47,0.69
  └─ Exceptional items,-0.05,-0.03,-0.84,-0.37,-0.35,2.61,-0.01,0.00,-0.02
  └─ Other income normal,0.08,0.22,0.12,0.09,0.89,0.42,0.41,0.47,0.71
Interest,1.95,2.95,3.76,2.54,2.84,3.29,3.93,3.66,3.24
Depreciation,2.14,2.45,2.95,2.15,2.33,2.56,3.11,3.58,5.07
Profit before tax,7.07,8.99,2.91,4.46,8.93,8.99,4.80,4.46,3.86
Tax %,39.18%,36.60%,83.51%,43.05%,34.94%,24.03%,22.08%,137.44%,27.72%
Net Profit,4.30,5.70,0.48,2.54,5.81,6.83,3.74,-1.67,2.79
  └─ Exceptional items AT,-0,-0,-0,-0,-0,2,-0,0,-0
  └─ Profit excl Excep,4,6,1,3,6,5,4,-2,3
  └─ Profit for PE,4,6,1,3,6,5,4,-2,3
  └─ Profit for EPS,4,6,0,3,6,7,4,-2,3
  └─ Profit Growth %,,32%,-89%,330%,120%,-20%,-23%,-145%,268%
EPS in Rs,,,,,4.87,5.73,3.14,-1.40,2.34
Dividend Payout %,27.72%,20.91%,124.17%,28.16%,24.64%,20.96%,38.28%,-85.72%,51.31%
