Metric,Mar 2009,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3882,3842,3873,2904,2646,2653,3606,3778,246,259,248
  └─ Sales Growth %,,,0.82%,-25.02%,-8.89%,0.27%,35.93%,4.77%,-93.48%,5.02%,-4.31%
Expenses,3319,3844,3943,2872,2417,2278,3094,3507,298,310,305
  └─ Material Cost %,43%,36%,34%,14%,14%,14%,10%,11%,42%,46%,58%
    └─ Raw material cost,1741,1270,1291,375,369,325,393,486,104,114,136
    └─ Change in inventory,-88,126,26,21,-2,33,-14,-56,-0,5,7
  └─ Manufacturing Cost %,20%,20%,23%,30%,31%,59%,64%,70%,38%,31%,16%
  └─ Employee Cost %,5%,10%,11%,7%,8%,8%,5%,6%,31%,28%,29%
  └─ Other Cost %,18%,33%,34%,49%,38%,5%,6%,5%,10%,15%,20%
Operating Profit,562,-3,-70,32,229,375,512,271,-52,-52,-57
OPM %,14%,-0%,-2%,1%,9%,14%,14%,7%,-21%,-20%,-23%
Other Income,80,172,79,57,40,-148,14,-103,-273,5696,14
  └─ Exceptional items,4,110,-80,-4,-1,-221,-22,-173,-300,5683,-42
  └─ Other income normal,76,63,159,61,40,72,37,70,27,13,56
Interest,121,283,443,357,344,276,502,450,27,28,24
Depreciation,112,136,146,108,113,118,112,103,25,32,21
Profit before tax,409,-250,-580,-375,-188,-167,-87,-385,-377,5585,-88
Tax %,7%,-3%,-0%,-3%,0%,-184%,-11%,-50%,1%,0%,-0%
Net Profit,379,-242,-578,-363,-188,140,-77,-194,-381,5565,-88
  └─ Exceptional items AT,3,109,-80,-4,-1,-221,-22,-173,1,8,-42
  └─ Profit excl Excep,376,-351,-497,-360,-187,361,-55,-22,-382,5557,-46
  └─ Profit for PE,376,-351,-497,-360,-187,361,-55,-22,-382,5557,-46
  └─ Profit for EPS,379,-242,-578,-363,-188,140,-77,-194,-381,5565,-88
  └─ Profit Growth %,,,-42%,28%,48%,293%,-115%,61%,-1676%,1553%,-101%
EPS in Rs,23.23,-13.90,-28.33,-17.15,-8.85,5.72,-3.18,-6.25,-12.27,179.12,-2.84
Dividend Payout %,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
