Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,574,1111,1768,2441,3774,5144,6386,7950,10022
  └─ Sales Growth %,,93.50%,59.04%,38.10%,54.61%,36.30%,24.14%,24.50%,26.07%
Expenses,601,1091,1685,2283,3610,4887,6039,7475,9270
  └─ Material Cost %,66%,59%,57%,61%,56%,56%,57%,56%,55%
    └─ Raw material cost,436,785,1196,1534,2492,3007,3847,4691,5733
    └─ Change in inventory,-60,-125,-182,-41,-362,-142,-200,-219,-227
  └─ Manufacturing Cost %,5%,5%,4%,6%,6%,4%,3%,3%,0%
  └─ Employee Cost %,10%,11%,11%,10%,9%,10%,9%,8%,8%
  └─ Other Cost %,25%,24%,23%,17%,24%,26%,25%,26%,30%
Operating Profit,-27,21,83,158,164,257,347,475,752
OPM %,-5%,2%,5%,6%,4%,5%,5%,6%,8%
Other Income,4,5,10,12,27,30,30,27,15
  └─ Exceptional items,3.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.40
  └─ Other income normal,0.58,4.99,10.32,11.76,26.97,30.21,29.94,27.26,32.77
Interest,7,27,46,32,47,76,84,108,117
Depreciation,7,31,60,72,96,173,224,266,320
Profit before tax,-37,-32,-12,66,47,38,69,127,330
Tax %,-25%,-23%,31%,7%,13%,35%,37%,42%,38%
Net Profit,-28,-25,-16,62,41,21,40,72,204
  └─ Profit from Associates,0,0,0,0,0,-4,-4,-2,0
  └─ Minority share,0,0,-0,-0,-0,-2,-7,-6,-4
  └─ Exceptional items AT,3,0,0,0,0,0,0,0,-10
  └─ Profit excl Excep,-31,-25,-16,62,41,21,40,72,214
  └─ Profit for PE,-31,-25,-17,62,41,19,32,66,209
  └─ Profit for EPS,-28,-25,-17,62,41,19,32,66,199
  └─ Profit Growth %,,22%,32%,471%,-33%,-53%,68%,105%,217%
EPS in Rs,-3.47,-2.87,-1.90,6.82,0.14,0.07,0.11,0.23,0.70
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%
