Metric,Mar 2002,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,3171,16976,16736,19407,24066,28144,31896
  └─ Sales Growth %,,,-1.41%,15.96%,24.01%,16.95%,13.33%
Interest,2203,11069,10419,11146,14226,17244,19322
Expenses,1273,10367,9270,9763,11746,11538,11942
  └─ Manufacturing Cost %,0.00%,0.12%,0.14%,0.14%,0.17%,0.16%,0.00%
  └─ Employee Cost %,0.00%,21.83%,20.85%,21.14%,25.53%,16.59%,14.70%
  └─ Other Cost %,40.15%,39.12%,34.41%,29.02%,23.11%,24.24%,22.74%
Financing Profit,-305,-4461,-2954,-1503,-1906,-639,632
Financing Margin %,-10%,-26%,-18%,-8%,-8%,-2%,2%
Other Income,536,5486,4905,4116,5665,5607,5636
  └─ Exceptional items,0,1,1,2,2,2,0
  └─ Other income normal,536,5484,4904,4115,5663,5605,5636
Depreciation,0,258,173,260,336,395,0
Profit before tax,231,767,1779,2353,3423,4573,6268
Tax %,0%,1%,4%,11%,22%,26%,17%
Net Profit,231,758,1709,2104,2666,3396,5418
  └─ Profit from Associates,0,0,0,0,0,0,210
  └─ Exceptional items AT,0,1,1,1,2,1,0
  └─ Profit excl Excep,231,757,1708,2103,2664,3394,5418
  └─ Profit for PE,231,757,1708,2103,2664,3394,5418
  └─ Profit for EPS,231,758,1709,2104,2666,3396,5418
  └─ Profit Growth %,,,126%,23%,27%,27%,60%
EPS in Rs,,0.46,0.90,1.11,1.41,1.76,2.81
Dividend Payout %,23%,0%,0%,0%,0%,0%,0%
