Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,9934,9376,11019,12637,13268,12548,11948
  └─ Sales Growth %,,-5.62%,17.53%,14.69%,4.99%,-5.42%,-4.78%
Expenses,9113,8505,10076,11305,11890,11187,10731
  └─ Material Cost %,27%,27%,29%,30%,30%,26%,66%
    └─ Raw material cost,2677,2545,3176,3852,4012,3290,7891
  └─ Manufacturing Cost %,48%,44%,45%,42%,41%,43%,0%
  └─ Employee Cost %,10%,10%,10%,10%,10%,11%,12%
  └─ Other Cost %,7%,9%,7%,7%,8%,9%,12%
Operating Profit,821,870,943,1333,1377,1361,1217
OPM %,8%,9%,9%,11%,10%,11%,10%
Other Income,186,138,244,185,367,469,297
  └─ Exceptional items,-11,-8,-7,-22,-12,-5,-77
  └─ Other income normal,196,146,251,207,379,474,374
Interest,391,468,425,447,577,629,674
Depreciation,240,250,355,472,495,491,454
Profit before tax,376,290,407,599,673,710,387
Tax %,34%,42%,12%,31%,33%,31%,35%
Net Profit,248,170,358,411,450,487,251
  └─ Minority share,-2,-3,-1,0,0,0,1
  └─ Exceptional items AT,-7,-5,-5,-15,-8,-3,-37
  └─ Profit excl Excep,255,175,362,426,458,490,288
  └─ Profit for PE,252,172,361,426,458,490,288
  └─ Profit for EPS,246,167,356,411,450,487,252
  └─ Profit Growth %,,-32%,110%,18%,8%,7%,-41%
EPS in Rs,34.12,23.20,49.51,57.09,13.20,13.24,6.84
Dividend Payout %,10%,15%,7%,7%,19%,19%,29%
