Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,22621,26494,29141,30773,34742,36868,37855,44646,53290,51996,52988,56815
  └─ Sales Growth %,20.31%,17.12%,9.99%,5.60%,12.90%,6.12%,2.68%,17.94%,19.36%,-2.43%,1.91%,7.22%
Expenses,18428,22234,24956,26063,28471,31365,31059,36626,45527,47489,46024,47783
  └─ Manufacturing Cost %,18%,20%,21%,20%,20%,23%,23%,26%,26%,25%,23%,0%
  └─ Employee Cost %,53%,53%,53%,54%,50%,51%,51%,50%,52%,56%,56%,54%
  └─ Other Cost %,11%,11%,12%,11%,12%,11%,8%,7%,8%,10%,8%,30%
Operating Profit,4193,4260,4184,4710,6271,5503,6796,8020,7763,4506,6964,9033
OPM %,19%,16%,14%,15%,18%,15%,18%,18%,15%,9%,13%,16%
Other Income,106,453,775,1417,534,1192,788,1115,965,927,864,-240
  └─ Exceptional items,-1,13,17,206,15,8,1,6,4,2,454,-272
  └─ Other income normal,106,440,758,1210,519,1184,787,1109,961,925,410,32
Interest,69,97,129,162,133,192,174,163,326,392,322,337
Depreciation,611,759,978,1085,1129,1446,1458,1520,1957,1817,1853,1882
Profit before tax,3618,3857,3853,4879,5543,5058,5953,7452,6446,3224,5653,6573
Tax %,27%,22%,26%,22%,23%,23%,27%,24%,25%,26%,25%,27%
Net Profit,2659,3027,2851,3786,4289,3897,4353,5630,4857,2397,4253,4806
  └─ Profit from Associates,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,-31,-34,-38,14,9,136,75,-64,-26,-39,-2,5
  └─ Exceptional items AT,-1,10,13,157,12,6,1,5,3,2,301,-189
  └─ Profit excl Excep,2659,3017,2838,3630,4277,3891,4352,5625,4854,2395,3952,4995
  └─ Profit for PE,2628,2984,2800,3643,4286,4027,4427,5561,4828,2356,3950,5000
  └─ Profit for EPS,2628,2993,2813,3800,4298,4033,4428,5566,4831,2358,4252,4811
  └─ Profit Growth %,-10%,14%,-6%,30%,18%,-6%,10%,26%,-13%,-51%,68%,27%
EPS in Rs,27.35,30.92,28.88,38.78,43.70,41.76,45.73,57.27,49.60,24.14,43.43,49.10
Dividend Payout %,22%,35%,28%,33%,29%,32%,89%,47%,91%,150%,94%,94%
