Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3681,3686,3815,4535,5765,6485,4941,7710,14133,14000,14928,16168
  └─ Sales Growth %,,0.13%,3.50%,18.89%,27.11%,12.50%,-23.82%,56.05%,83.30%,-0.94%,6.63%,8.31%
Expenses,2887,2910,2851,3409,4506,4949,3446,5816,12089,11612,12934,14324
  └─ Material Cost %,64%,62%,55%,55%,59%,57%,45%,57%,74%,70%,74%,77%
    └─ Raw material cost,2341,2275,2084,2492,3398,3679,2230,4396,10441,9814,11076,12392
    └─ Change in inventory,-0,1,-0,-0,-1,1,-0,-4,-5,-1,-2,-6
  └─ Manufacturing Cost %,10%,11%,12%,12%,12%,12%,15%,11%,8%,8%,8%,0%
  └─ Employee Cost %,2%,2%,2%,2%,2%,2%,3%,2%,1%,2%,1%,2%
  └─ Other Cost %,3%,4%,5%,5%,5%,5%,7%,5%,3%,3%,3%,10%
Operating Profit,794,775,964,1126,1259,1536,1495,1894,2044,2388,1994,1844
OPM %,22%,21%,25%,25%,22%,24%,30%,25%,14%,17%,13%,11%
Other Income,31,78,108,153,213,293,240,401,469,596,691,675
  └─ Exceptional items,-0,-1,-0,42,87,83,12,60,59,53,75,0
  └─ Other income normal,31,78,108,111,127,210,228,341,410,543,616,675
Interest,30,10,1,2,2,20,22,25,27,28,26,15
Depreciation,149,156,167,181,201,252,290,317,363,414,476,518
Profit before tax,645,687,904,1096,1269,1556,1422,1953,2122,2542,2183,1985
Tax %,33%,33%,33%,34%,34%,20%,18%,23%,23%,22%,22%,22%
Net Profit,448,458,606,722,842,1249,1173,1502,1640,1983,1713,1544
  └─ Profit from Associates,14,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,0,0,0,0,0,0,0,0,0,2,5,6
  └─ Exceptional items AT,-0,-0,-0,27,58,65,10,46,46,42,59,0
  └─ Profit excl Excep,448,458,606,694,785,1184,1163,1456,1594,1942,1654,1544
  └─ Profit for PE,448,458,606,694,785,1184,1163,1456,1594,1943,1659,1550
  └─ Profit for EPS,448,458,606,722,842,1249,1173,1502,1640,1985,1718,1550
  └─ Profit Growth %,,2%,32%,14%,13%,51%,-2%,25%,9%,22%,-15%,-7%
EPS in Rs,3.20,3.27,4.33,5.16,6.02,8.92,8.38,10.73,11.71,14.18,12.27,11.07
Dividend Payout %,19%,18%,20%,19%,20%,16%,21%,26%,56%,32%,57%,14%
