Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Revenue,15853,16244,16039,17115,19182,21401,39108,38888,44985,55650,62039,67504
  └─ Sales Growth %,3.96%,2.47%,-1.26%,6.71%,12.08%,11.57%,82.74%,-0.56%,15.68%,23.71%,11.48%,8.81%
Interest,11390,11795,10891,10851,12167,13798,23439,22129,24717,32341,36826,40539
Expenses,4219,5128,6144,6998,8289,9238,18029,20285,21577,20342,19818,20710
  └─ Manufacturing Cost %,0.43%,0.45%,0.58%,0.55%,0.50%,0.44%,0.52%,0.63%,0.43%,0.45%,0.44%,0.42%
  └─ Employee Cost %,11.02%,12.38%,12.45%,12.30%,11.62%,11.58%,16.40%,17.33%,16.85%,16.75%,16.08%,16.12%
  └─ Other Cost %,15.16%,18.74%,25.27%,28.03%,31.10%,31.14%,29.19%,34.20%,30.68%,19.35%,15.42%,14.14%
Financing Profit,245,-679,-996,-734,-1273,-1634,-2360,-3526,-1309,2967,5395,6255
Financing Margin %,2%,-4%,-6%,-4%,-7%,-8%,-6%,-9%,-3%,5%,9%,9%
Other Income,1372,1789,2222,2417,1891,3326,6111,7380,7804,8582,10011,10829
  └─ Exceptional items,-2,-2,-1,-2,-2,1,-0,3,0,-2,2,0
  └─ Other income normal,1374,1791,2223,2419,1893,3325,6112,7377,7804,8584,10010,10828
Depreciation,139,151,166,237,259,314,637,601,532,531,543,609
Profit before tax,1478,958,1060,1445,359,1377,3115,3253,5963,11017,14864,16475
Tax %,31%,25%,-33%,13%,11%,45%,3%,-23%,11%,26%,26%,26%
Net Profit,1051,752,1455,1311,381,862,3151,4144,5574,8423,11264,11707
  └─ Profit from Associates,37,38,42,48,60,104,135,150,243,293,270,-520
  └─ Minority share,-2,-1,-2,-1,-1,-1,-1,-2,-1,-3,-3,-2
  └─ Exceptional items AT,-1,-2,-1,-2,-2,1,-0,3,0,-2,2,0
  └─ Profit excl Excep,1052,754,1456,1313,382,861,3151,4141,5573,8424,11263,11707
  └─ Profit for PE,1050,753,1454,1313,382,861,3150,4139,5572,8421,11260,11704
  └─ Profit for EPS,1049,751,1453,1311,380,861,3149,4142,5572,8419,11261,11704
  └─ Profit Growth %,-12%,-28%,93%,-10%,-71%,126%,266%,31%,35%,51%,34%,4%
EPS in Rs,21.84,15.64,30.25,27.29,7.91,14.15,27.88,33.26,44.74,62.51,83.61,86.89
Dividend Payout %,19%,10%,20%,-0%,-0%,-0%,7%,20%,19%,19%,19%,21%
