Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1075,1311,1611,1966,2329,2622,2994
  └─ Sales Growth %,,21.98%,22.90%,22.04%,18.48%,12.56%,14.19%
Expenses,979,1166,1471,1752,1937,2292,2583
  └─ Material Cost %,57%,60%,62%,71%,64%,68%,65%
    └─ Raw material cost,616,792,1001,1396,1510,1782,1949
    └─ Change in inventory,1,-4,-9,-4,-8,-9,-4
  └─ Manufacturing Cost %,17%,16%,16%,5%,5%,5%,0%
  └─ Employee Cost %,6%,5%,6%,5%,5%,6%,7%
  └─ Other Cost %,10%,8%,8%,8%,9%,9%,15%
Operating Profit,96,145,140,214,392,330,411
OPM %,9%,11%,9%,11%,17%,13%,14%
Other Income,8,11,10,23,27,32,47
  └─ Exceptional items,-1,-0,-0,0,-0,-1,-4
  └─ Other income normal,8,11,10,23,27,33,51
Interest,6,3,7,11,11,16,18
Depreciation,34,33,38,49,60,82,95
Profit before tax,64,120,105,177,348,264,345
Tax %,11%,25%,28%,23%,24%,27%,26%
Net Profit,56,90,76,136,263,194,254
  └─ Minority share,0,-0,2,1,2,6,4
  └─ Exceptional items AT,-0,-0,-0,0,-0,-1,-3
  └─ Profit excl Excep,57,90,76,136,264,195,258
  └─ Profit for PE,57,90,78,137,266,201,261
  └─ Profit for EPS,56,90,78,137,266,201,258
  └─ Profit Growth %,,59%,-14%,76%,94%,-24%,30%
EPS in Rs,23.18,37.10,3.12,5.50,10.61,8.01,10.30
Dividend Payout %,9%,5%,3%,14%,9%,12%,12%
